"D_ab","x_a_init","x_a_non","e_hat_a","x_b_init","x_b_non","e_hat_b","NPV_a_hat","NPV_b_hat","x_a_so","e_star_a","x_b_so","e_star_b","NPV_a_star","NPV_b_star","x_a_soa","e_a_star","x_b_soa","NPV_ea_star","NPV_eb_star","WTP_A","WTA_B","accept","reserve_npv_coop","reserve_npv_non","coop_npv_non","reserve_vs_non_x","reserve_vs_coop_x"
0,77.8,0,0,0.1,0,0,778,1,72.4062788550323,45.6140350877193,48.5909510618652,45.6140350877193,4846.39518208158,480.121091214569,80.934793680744,51.0797562893485,54.795264447664,5250.30115967436,10183.7151378097,4472.30115967436,1,4471.30115967436,-76.2151136217872,4471.30115967436,4547.51627329615,135.730058128408,144.812557710065
0,77.8,0,0,11.2,0,0,778,112,72.4062788550323,45.6140350877193,48.5909510618652,45.6140350877193,5026.42460881901,498.500956183224,75.1342806063463,45.2740218205329,49.0225888216155,5517.64213140227,9256.81666400115,4739.64213140227,112,4627.64213140227,-7.2834335999687,4627.64213140227,4634.92556500224,124.156869427962,144.812557710065
0,77.8,0,0,22.3,0,0,778,223,72.4062788550323,45.6140350877193,48.5909510618652,45.6140350877193,5149.43904622137,528.827307584512,70.1482264484278,40.8316519384713,44.5368834752265,5649.43569671506,8568.35072289681,4871.43569671506,223,4648.43569671506,-28.8306570908217,4648.43569671506,4677.26635380589,114.685109923654,144.812557710065
0,77.8,0,0,33.4,0,0,778,334,72.4062788550323,45.6140350877193,48.5909510618652,45.6140350877193,5276.14610280753,535.960299064385,68.9655244383681,39.8368901160124,43.5239819003723,5769.12669678452,8524.40617545242,4991.12669678452,334,4657.12669678452,-42.9797050873922,4657.12669678452,4700.10640187191,112.48950633874,144.812557710065
0,77.8,0,0,44.5,0,0,778,445,72.4062788550323,45.6140350877193,48.5909510618652,45.6140350877193,5371.69223880753,559.846833064385,65.6571413397592,37.1569258330218,40.7793965407939,5826.6916859626,8154.54003842722,5048.6916859626,445,4603.6916859626,-104.847385909313,4603.6916859626,4708.53907187191,106.436537880553,144.812557710065
0,77.8,0,0,55.6,0,0,778,556,72.4062788550323,45.6140350877193,48.5909510618652,45.6140350877193,5380.66111249174,661.948700608244,62.6851595168383,34.8650242164104,38.4136592794721,5854.17568044589,7852.09497473504,5076.17568044589,556,4520.17568044589,-188.434132654093,4520.17568044589,4708.60981309998,101.09881879631,144.812557710065
0,77.8,0,0,66.7,0,0,778,667,72.4062788550323,45.6140350877193,48.5909510618652,45.6140350877193,5380.66111249174,772.948700608244,60.0712742266158,32.9292058721204,36.4018409789789,5861.58705055358,7612.25245428781,5083.58705055358,667,4416.58705055358,-292.022762546399,4416.58705055358,4708.60981309998,96.4731152055948,144.812557710065
0,77.8,0,0,77.8,0,0,778,778,72.4062788550323,45.6140350877193,48.5909510618652,45.6140350877193,5380.66111249174,883.948700608244,57.8331161923025,31.3254247085012,34.7254572229283,5856.66381212014,7431.42940294121,5078.66381212014,778,4300.66381212014,-407.94600097984,4300.66381212014,4708.60981309998,92.5585734152308,144.812557710065
0,77.8,0,0,88.9,0,0,778,889,72.4062788550323,45.6140350877193,48.5909510618652,45.6140350877193,5380.66111249174,994.948700608244,55.9842077429892,30.0350840983621,33.3702618099581,5845.35747497616,7306.86115497398,5067.35747497616,889,4178.35747497616,-530.252338123828,4178.35747497616,4708.60981309998,89.3544695529473,144.812557710065
0,77.8,0,0,100,0,0,778,1000,72.4062788550323,45.6140350877193,48.5909510618652,45.6140350877193,5380.66111249174,1105.94870060824,54.5355298603779,29.0445418919344,32.3259857208236,5832.21144032282,7236.54819161483,5054.21144032282,1000,4054.21144032282,-654.398372777165,4054.21144032282,4708.60981309998,86.8615155812015,144.812557710065
