"D_ba","x_a_init","x_a_non","e_hat_a","x_b_init","x_b_non","e_hat_b","NPV_a_hat","NPV_b_hat","x_a_so","e_star_a","x_b_so","e_star_b","NPV_a_star","NPV_b_star","x_a_soa","e_a_star","x_b_soa","NPV_ea_star","NPV_eb_star","WTP_A","WTA_B","accept","reserve_npv_coop","reserve_npv_non","coop_npv_non","reserve_vs_non_x","reserve_vs_coop_x"
0,0.1,0,0,0.1,0,0,1,1,48.5909510618652,45.6140350877193,72.4062788550323,45.6140350877193,267.08920934029,2475.01712747128,2.53677809056784e-11,0,2.53677809056724e-11,4.16207023401583,4.16061872896978,3.16207023401583,1,2.16207023401583,-2737.94426657756,2.16207023401583,2740.10633681157,5.07355618113509e-11,97.1819021237304
0,0.1,0,0,11.2,0,0,1,112,48.5909510618652,45.6140350877193,72.4062788550323,45.6140350877193,417.800798378218,3867.66217763484,0.534332862263832,0.1,0.627931077632806,365.787937328797,498.236086047998,364.787937328797,112,252.787937328797,-3919.67503868426,252.787937328797,4172.46297601306,1.16226393989664,97.1819021237304
0,0.1,0,0,22.3,0,0,1,223,48.5909510618652,45.6140350877193,72.4062788550323,45.6140350877193,449.20997258352,4177.87004910285,0.534332862678529,0.1,0.627931078043596,597.273941642996,802.822933829865,596.273941642996,223,373.273941642996,-4029.80608004337,373.273941642996,4403.08002168637,1.16226394072213,97.1819021237304
0,0.1,0,0,33.4,0,0,1,334,48.5909510618652,45.6140350877193,72.4062788550323,45.6140350877193,476.051212060352,4361.66490515106,0.534332862908058,0.1,0.627931078270963,782.002416540358,1045.88671658956,781.002416540358,334,447.002416540358,-4055.71370067105,447.002416540358,4502.71611721141,1.16226394117902,97.1819021237304
0,0.1,0,0,44.5,0,0,1,445,48.5909510618652,45.6140350877193,72.4062788550323,45.6140350877193,479.931121299928,4511.16606841013,0.534332863036944,0.1,0.627931078398635,931.725993013087,1242.89142247474,930.725993013087,445,485.725993013087,-4059.37119669697,485.725993013087,4545.09718971006,1.16226394143558,97.1819021237304
0,0.1,0,0,55.6,0,0,1,556,48.5909510618652,45.6140350877193,72.4062788550323,45.6140350877193,480.121091214569,4624.39518208158,0.534332863103089,0.1,0.627931078464157,1053.02247730308,1402.49205969843,1052.02247730308,556,496.022477303085,-4051.49379599306,496.022477303085,4547.51627329615,1.16226394156725,97.1819021237304
0,0.1,0,0,66.7,0,0,1,667,48.5909510618652,45.6140350877193,72.4062788550323,45.6140350877193,480.121091214569,4735.39518208158,0.534332863123429,0.1,0.627931078484306,1149.2949032615,1529.16630438056,1148.2949032615,667,481.294903261502,-4066.22137003465,481.294903261502,4547.51627329615,1.16226394160773,97.1819021237304
0,0.1,0,0,77.8,0,0,1,778,48.5909510618652,45.6140350877193,72.4062788550323,45.6140350877193,480.121091214569,4846.39518208158,0.534332863102839,0.1,0.627931078463909,1221.59747366597,1624.30126543907,1220.59747366597,778,442.597473665974,-4104.91879963017,442.597473665974,4547.51627329615,1.16226394156675,97.1819021237304
0,0.1,0,0,88.9,0,0,1,889,48.5909510618652,45.6140350877193,72.4062788550323,45.6140350877193,480.121091214569,4957.39518208158,0.534332863036382,0.1,0.627931078398078,1268.8630281767,1686.49278453212,1267.8630281767,889,378.863028176697,-4168.65324511945,378.863028176697,4547.51627329615,1.16226394143446,97.1819021237304
0,0.1,0,0,100,0,0,1,1000,48.5909510618652,45.6140350877193,72.4062788550323,45.6140350877193,480.121091214569,5068.39518208158,0.534332862907033,0.1,0.627931078269948,1287.67269623799,1711.24234777066,1286.67269623799,1000,286.672696237988,-4260.84357705816,286.672696237988,4547.51627329615,1.16226394117698,97.1819021237304
0,11.2,0,0,0.1,0,0,112,1,48.5909510618652,45.6140350877193,72.4062788550323,45.6140350877193,416.487687838966,3864.04334022139,30.6306929573633,11.2,33.9965261967042,3144.04705689342,6068.55421725579,3032.04705689342,1,3031.04705689342,-1136.48397116694,3031.04705689342,4167.53102806035,64.6272191540675,97.1819021237304
0,11.2,0,0,11.2,0,0,112,112,48.5909510618652,45.6140350877193,72.4062788550323,45.6140350877193,453.607649794399,4198.52758477042,30.6306929573633,11.2,33.9965261967042,3344.9948558676,6332.95921590603,3232.9948558676,112,3120.9948558676,-1307.14037869722,3120.9948558676,4428.13523456482,64.6272191540675,97.1819021237304
0,11.2,0,0,22.3,0,0,112,223,48.5909510618652,45.6140350877193,72.4062788550323,45.6140350877193,476.383444156918,4406.24304317151,30.6306929573633,11.2,33.9965261967042,3515.42515114618,6557.20960443049,3403.42515114618,223,3180.42515114618,-1367.20133618225,3180.42515114618,4547.62648732843,64.6272191540675,97.1819021237304
0,11.2,0,0,33.4,0,0,112,334,48.5909510618652,45.6140350877193,72.4062788550323,45.6140350877193,487.767137545108,4565.08757324004,30.6306929573633,11.2,33.9965261967042,3661.57065582104,6749.50632110794,3549.57065582104,334,3215.57065582104,-1391.28405496411,3215.57065582104,4606.85471078515,64.6272191540675,97.1819021237304
0,11.2,0,0,44.5,0,0,112,445,48.5909510618652,45.6140350877193,72.4062788550323,45.6140350877193,497.679029174665,4693.12071015639,30.6306929573633,11.2,33.9965261967042,3787.50671209792,6915.21165831436,3675.50671209792,445,3230.50671209792,-1403.29302723313,3230.50671209792,4633.79973933105,64.6272191540675,97.1819021237304
