"D_ab","x_a_init","x_a_non","e_hat_a","x_b_init","x_b_non","e_hat_b","NPV_a_hat","NPV_b_hat","x_a_so","e_star_a","x_b_so","e_star_b","NPV_a_star","NPV_b_star","x_a_soa","e_a_star","x_b_soa","NPV_ea_star","NPV_eb_star","WTP_A","WTA_B","accept","reserve_npv_coop","reserve_npv_non","coop_npv_non","reserve_vs_non_x","reserve_vs_coop_x"
0,0.1,31.154432132964,20.6140350877193,0.1,33.8074792243767,23.6842105263158,1088.14297757999,1026.64060321958,58.9141274238227,45.6140350877193,62.0831024930748,45.6140350877193,1225.94136439397,1523.21682173701,14.5833333327834,0,58.3333333311337,824.489061040697,3294.95624416279,-263.653916539292,1026.64060321958,-1290.29451975887,-1924.66912509029,-1290.29451975887,634.374605331417,7.95475530657633,52.8663434903047
0,0.1,31.154432132964,20.6140350877193,11.2,33.8074792243767,23.6842105263158,1665.81344767099,1627.82480255762,58.9141274238227,45.6140350877193,62.0831024930748,45.6140350877193,1901.70410711117,2381.79201844943,14.7325100292702,0.1,58.440280117081,2145.56895412117,8677.32770182524,479.755506450182,1627.82480255762,-1148.06929610744,-2137.92717143944,-1148.06929610744,989.857875331995,8.21087878901048,52.8663434903047
0,0.1,31.154432132964,20.6140350877193,22.3,33.8074792243767,23.6842105263158,1745.60695339969,1787.63841609221,58.9141274238227,45.6140350877193,62.0831024930748,45.6140350877193,2027.50680282428,2583.03859288471,14.7325100292707,0.1,58.440280117083,2412.4234960251,9855.74586944098,666.816542625416,1787.63841609221,-1120.82187346679,-2198.12189968389,-1120.82187346679,1077.3000262171,8.21087878901297,52.8663434903047
0,0.1,31.154432132964,20.6140350877193,33.4,33.8074792243767,23.6842105263158,1749.86904146996,1900.86643916781,58.9141274238227,45.6140350877193,62.0831024930748,45.6140350877193,2098.17884385892,2712.70958717371,14.7325100292709,0.1,58.4402801170835,2567.17645712611,10585.757713845,817.307415656149,1900.86643916781,-1083.55902351166,-2243.71197390652,-1083.55902351166,1160.15295039486,8.21087878901362,52.8663434903047
0,0.1,31.154432132964,20.6140350877193,44.5,33.8074792243767,23.6842105263158,1749.86904146996,2011.86643916781,58.9141274238227,45.6140350877193,62.0831024930748,45.6140350877193,2132.30496533421,2824.36847804726,14.7325100292709,0.1,58.4402801170837,2671.67033259142,11114.7332157062,921.801291121464,2011.86643916781,-1090.06514804635,-2285.00311079005,-1090.06514804635,1194.9379627437,8.2108787890139,52.8663434903047
0,0.1,31.154432132964,20.6140350877193,55.6,33.8074792243767,23.6842105263158,1749.86904146996,2122.86643916781,58.9141274238227,45.6140350877193,62.0831024930748,45.6140350877193,2134.00965023058,2935.18722864758,14.732510029271,0.1,58.4402801170838,2746.96262978981,11526.9024044998,997.093588319847,2122.86643916781,-1125.77285084797,-2322.23424908836,-1125.77285084797,1196.46139824039,8.21087878901405,52.8663434903047
0,0.1,31.154432132964,20.6140350877193,66.7,33.8074792243767,23.6842105263158,1749.86904146996,2233.86643916781,58.9141274238227,45.6140350877193,62.0831024930748,45.6140350877193,2134.00965023058,3046.18722864758,14.732510029271,0.1,58.4402801170839,2802.89109233962,11861.616254699,1053.02205086965,2233.86643916781,-1180.84438829816,-2377.30578653855,-1180.84438829816,1196.46139824039,8.21087878901412,52.8663434903047
0,0.1,31.154432132964,20.6140350877193,77.8,33.8074792243767,23.6842105263158,1749.86904146996,2344.86643916781,58.9141274238227,45.6140350877193,62.0831024930748,45.6140350877193,2134.00965023058,3157.18722864758,14.5833333333334,0,58.3333333333334,2837.27333518084,12123.0933407234,1087.40429371088,2344.86643916781,-1257.46214545693,-2453.92354369732,-1257.46214545693,1196.46139824039,7.95475530932606,52.8663434903047
0,0.1,31.154432132964,20.6140350877193,88.9,33.8074792243767,23.6842105263158,1749.86904146996,2455.86643916781,58.9141274238227,45.6140350877193,62.0831024930748,45.6140350877193,2134.00965023058,3268.18722864758,14.5833333333334,0,58.3333333333335,2868.57154693156,12359.2861877262,1118.7025054616,2455.86643916781,-1337.16393370621,-2533.6253319466,-1337.16393370621,1196.46139824039,7.9547553093261,52.8663434903047
0,0.1,31.154432132964,20.6140350877193,100,33.8074792243767,23.6842105263158,1749.86904146996,2566.86643916781,58.9141274238227,45.6140350877193,62.0831024930748,45.6140350877193,2134.00965023058,3379.18722864758,14.5833333333334,0,58.3333333333335,2891.22379340695,12560.8951736278,1141.35475193699,2566.86643916781,-1425.51168723083,-2621.97308547122,-1425.51168723083,1196.46139824039,7.95475530932613,52.8663434903047
0,11.2,31.154432132964,20.6140350877193,0.1,33.8074792243767,23.6842105263158,1716.90243428804,1568.78420061565,58.9141274238227,45.6140350877193,62.0831024930748,45.6140350877193,1919.9269133355,2363.32389599892,30.1037411255922,11.2,68.5455245023689,2764.04064283816,9722.3399365709,1047.13820855012,1568.78420061565,-521.645992065527,-1519.21016649626,-521.645992065527,997.564174430732,33.6873542706203,52.8663434903047
0,11.2,31.154432132964,20.6140350877193,11.2,33.8074792243767,23.6842105263158,1841.27675750724,1741.64047756821,58.9141274238227,45.6140350877193,62.0831024930748,45.6140350877193,2079.07414534176,2583.08315841757,30.1037411255922,11.2,68.5455245023689,3074.64336752293,11075.75083531,1233.36661001569,1741.64047756821,-508.27386755252,-1587.5139362364,-508.27386755252,1079.24006868388,33.6873542706203,52.8663434903047
0,11.2,31.154432132964,20.6140350877193,22.3,33.8074792243767,23.6842105263158,1887.51632905018,1869.95050636357,58.9141274238227,45.6140350877193,62.0831024930748,45.6140350877193,2159.345414138,2726.34828450259,30.1037411255922,11.2,68.5455245023689,3249.50859242019,11886.211734899,1361.99226337001,1869.95050636357,-507.958242993561,-1636.18510622041,-507.958242993561,1128.22686322685,33.6873542706203,52.8663434903047
0,11.2,31.154432132964,20.6140350877193,33.4,33.8074792243767,23.6842105263158,1891.00257075117,1981.76192574199,58.9141274238227,45.6140350877193,62.0831024930748,45.6140350877193,2212.30114001484,2834.67857041005,30.1037411255922,11.2,68.5455245023689,3366.67232638628,12465.8666707634,1475.66975563511,1981.76192574199,-506.092170106873,-1680.30738403861,-506.092170106873,1174.21521393174,33.6873542706203,52.8663434903047
0,11.2,31.154432132964,20.6140350877193,44.5,33.8074792243767,23.6842105263158,1891.00257075117,2092.76192574199,58.9141274238227,45.6140350877193,62.0831024930748,45.6140350877193,2237.59089438173,2938.04190357532,28.2819456479593,9.79892333917413,67.4175117964521,3387.85817947275,12710.3338873239,1496.85560872158,2092.76192574199,-595.90631702041,-1787.7746184843,-595.90631702041,1191.86830146389,30.7375460870706,52.8663434903047
0,11.2,31.154432132964,20.6140350877193,55.6,33.8074792243767,23.6842105263158,1891.00257075117,2203.76192574199,58.9141274238227,45.6140350877193,62.0831024930748,45.6140350877193,2239.19520940676,3048.11079090952,28.2820381555903,9.79899386652066,67.4175694155167,3452.2760545061,13079.0024870381,1561.27348375494,2203.76192574199,-642.488441987053,-1835.02994581018,-642.488441987053,1192.54150382313,30.7376962137663,52.8663434903047
0,11.2,31.154432132964,20.6140350877193,66.7,33.8074792243767,23.6842105263158,1891.00257075117,2314.76192574199,58.9141274238227,45.6140350877193,62.0831024930748,45.6140350877193,2239.19520940676,3159.11079090952,19.0217545106225,3.03761547530118,61.424152800133,3123.20690193003,12358.9505433922,1232.20433117887,2314.76192574199,-1082.55759456312,-2275.09909838625,-1082.55759456312,1192.54150382313,15.4839959534147,52.8663434903047
0,11.2,31.154432132964,20.6140350877193,77.8,33.8074792243767,23.6842105263158,1891.00257075117,2425.76192574199,58.9141274238227,45.6140350877193,62.0831024930748,45.6140350877193,2239.19520940676,3270.11079090952,14.5833333333334,0,58.3333333333334,2948.27333518084,12123.0933407234,1057.27076442968,2425.76192574199,-1368.49116131231,-2561.03266513544,-1368.49116131231,1192.54150382313,7.95475530932606,52.8663434903047
0,11.2,31.154432132964,20.6140350877193,88.9,33.8074792243767,23.6842105263158,1891.00257075117,2536.76192574199,58.9141274238227,45.6140350877193,62.0831024930748,45.6140350877193,2239.19520940676,3381.11079090952,14.5833333333334,0,58.3333333333335,2979.57154693156,12359.2861877262,1088.56897618039,2536.76192574199,-1448.1929495616,-2640.73445338473,-1448.1929495616,1192.54150382313,7.9547553093261,52.8663434903047
0,11.2,31.154432132964,20.6140350877193,100,33.8074792243767,23.6842105263158,1891.00257075117,2647.76192574199,58.9141274238227,45.6140350877193,62.0831024930748,45.6140350877193,2239.19520940676,3492.11079090952,14.5833333333334,0,58.3333333333335,3002.22379340695,12560.8951736278,1111.22122265578,2647.76192574199,-1536.54070308621,-2729.08220690934,-1536.54070308621,1192.54150382313,7.95475530932613,52.8663434903047
0,22.3,31.154432132964,20.6140350877193,0.1,33.8074792243767,23.6842105263158,1873.64880619724,1633.34558517385,58.9141274238227,45.6140350877193,62.0831024930748,45.6140350877193,2085.45141551657,2527.42302749976,43.4693186696266,22.3,76.5422346785063,3349.26190367689,11862.0227631133,1475.61309747965,1633.34558517385,-157.732487694206,-1263.61253933944,-157.732487694206,1105.88005164524,55.0496419907922,52.8663434903047
0,22.3,31.154432132964,20.6140350877193,11.2,33.8074792243767,23.6842105263158,1964.96873843771,1778.87048083904,58.9141274238227,45.6140350877193,62.0831024930748,45.6140350877193,2196.25146846045,2689.9434142892,43.4693186696266,22.3,76.5422346785063,3560.75682377737,12819.0024435152,1595.78808533965,1778.87048083904,-183.08239549939,-1325.43805897228,-183.08239549939,1142.35566347289,55.0496419907922,52.8663434903047
0,22.3,31.154432132964,20.6140350877193,22.3,33.8074792243767,23.6842105263158,2003.57177282134,1897.50455437357,58.9141274238227,45.6140350877193,62.0831024930748,45.6140350877193,2262.01069729017,2812.55057689743,43.4693186696266,22.3,76.5422346785063,3697.92061838439,13478.6576219433,1694.34884556305,1897.50455437357,-203.15570881052,-1376.64065580321,-203.15570881052,1173.48494699269,55.0496419907922,52.8663434903047
0,22.3,31.154432132964,20.6140350877193,33.4,33.8074792243767,23.6842105263158,2007.05414197924,2008.59192574199,58.9141274238227,45.6140350877193,62.0831024930748,45.6140350877193,2306.6129152881,2913.68673288068,40.6013464656454,19.7850909190875,74.8532361032901,3753.51143117702,13659.1704507726,1746.45728919778,2008.59192574199,-262.134636544206,-1466.78821699175,-262.134636544206,1204.65358044755,50.4926712115947,52.8663434903047
0,22.3,31.154432132964,20.6140350877193,44.5,33.8074792243767,23.6842105263158,2007.05414197924,2119.59192574199,58.9141274238227,45.6140350877193,62.0831024930748,45.6140350877193,2329.06890622261,3013.24073107232,28.2819456293609,9.79892332499483,67.4175117848679,3498.85817880278,12710.3338852272,1491.80403682354,2119.59192574199,-627.787888918449,-1843.45145849215,-627.787888918449,1215.6635695737,30.7375460568881,52.8663434903047
0,22.3,31.154432132964,20.6140350877193,55.6,33.8074792243767,23.6842105263158,2007.05414197924,2230.59192574199,58.9141274238227,45.6140350877193,62.0831024930748,45.6140350877193,2330.86702441669,3122.70828612934,28.2820375807734,9.79899342828298,67.4175690574878,3563.27603418228,13079.0024237651,1556.22189220304,2230.59192574199,-674.370033538948,-1890.29927636375,-674.370033538948,1215.9292428248,30.7376952809205,52.8663434903047
0,22.3,31.154432132964,20.6140350877193,66.7,33.8074792243767,23.6842105263158,2007.05414197924,2341.59192574199,58.9141274238227,45.6140350877193,62.0831024930748,45.6140350877193,2330.86702441669,3233.70828612934,19.0219960604931,3.03778430406686,61.4243163555176,3234.21810944389,12358.9780848526,1227.16396746466,2341.59192574199,-1114.42795827733,-2330.35720110213,-1114.42795827733,1215.9292428248,15.4844010586699,52.8663434903047
0,22.3,31.154432132964,20.6140350877193,77.8,33.8074792243767,23.6842105263158,2007.05414197924,2452.59192574199,58.9141274238227,45.6140350877193,62.0831024930748,45.6140350877193,2330.86702441669,3344.70828612934,14.5833333333334,0,58.3333333333334,3059.27333518084,12123.0933407234,1052.21919320161,2452.59192574199,-1400.37273254038,-2616.30197536518,-1400.37273254038,1215.9292428248,7.95475530932606,52.8663434903047
