"M_ab","x_a_init","x_a_non","e_hat_a","x_b_init","x_b_non","e_hat_b","NPV_a_hat","NPV_b_hat","x_a_so","e_star_a","x_b_so","e_star_b","NPV_a_star","NPV_b_star","x_a_soa","e_a_star","x_b_soa","NPV_ea_star","NPV_eb_star","WTP_A","WTA_B","accept","reserve_npv_coop","reserve_npv_non","reserve_vs_non_x","reserve_vs_coop_x"
0.1,22.3,48.3832525392429,34.1008771929825,0.1,33.7300178901201,23.6842105263158,2416.10193397399,1587.58412648348,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,3080.13827395249,1486.58115029717,45.0549952388324,22.3,70.9812009553297,3550.31097748998,10418.6037464659,1134.20904351599,1587.58412648348,-453.375082967491,-1016.40844675968,-453.375082967491,33.9229257647992,48.0067665050784
0.1,22.3,48.3832525392429,34.1008771929825,11.2,33.7300178901201,23.6842105263158,2525.42568813751,1743.50455638591,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,3253.27216101703,1620.81752330936,45.0549952388324,22.3,70.9812009553297,3821.77952088222,11615.4779200349,1296.35383274471,1743.50455638591,-447.150723641194,-1052.31016344417,-447.150723641194,33.9229257647992,48.0067665050784
0.1,22.3,48.3832525392429,34.1008771929825,22.3,33.7300178901201,23.6842105263158,2568.898042552,1865.80239995882,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,3350.88575525315,1721.93820115093,45.0549952388324,22.3,70.9812009553297,3983.21005613689,12372.2000610535,1414.31201358489,1865.80239995882,-451.490386373925,-1089.61390026719,-451.490386373925,33.9229257647992,48.0067665050784
0.1,22.3,48.3832525392429,34.1008771929825,33.4,33.7300178901201,23.6842105263158,2572.3804117099,1976.88977132724,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,3409.71585110839,1812.2213010107,45.0549952388324,22.3,70.9812009553297,4093.73931263212,12925.3170870345,1521.35890092222,1976.88977132724,-455.530870405012,-1128.19783948696,-455.530870405012,33.9229257647992,48.0067665050784
0.1,22.3,48.3832525392429,34.1008771929825,44.5,33.7300178901201,23.6842105263158,2572.3804117099,2087.88977132724,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,3440.12609705424,1903.87331381569,43.2800359781151,20.8642745432137,70.3752119732907,4125.60881481113,13248.1566620553,1553.22840310124,2087.88977132724,-534.661368226002,-1218.3905960588,-534.661368226002,31.5419775220429,48.0067665050784
0.1,22.3,48.3832525392429,34.1008771929825,55.6,33.7300178901201,23.6842105263158,2572.3804117099,2198.88977132724,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,3442.24014416747,2012.96408496352,43.2800359818129,20.8642745461847,70.3752119745669,4186.98226143029,13604.6504483428,1614.60184972039,2198.88977132724,-584.287921606848,-1268.2219677007,-584.287921606848,31.5419775270169,48.0067665050784
0.1,22.3,48.3832525392429,34.1008771929825,66.7,33.7300178901201,23.6842105263158,2572.3804117099,2309.88977132724,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,3442.24014416747,2123.96408496352,39.5301103405614,17.8929085957216,69.0508370091886,4120.94818202,13670.6142260774,1548.56777031011,2309.88977132724,-761.32200101713,-1445.25604711098,-761.32200101713,26.4676769203871,48.0067665050784
0.1,22.3,48.3832525392429,34.1008771929825,77.8,33.7300178901201,23.6842105263158,2572.3804117099,2420.88977132724,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,3442.24014416747,2234.96408496352,35.0703134215963,14.4628314329641,67.3933699667254,4003.99868555666,13641.3668580506,1431.61827384677,2420.88977132724,-989.271497480468,-1673.20554357432,-989.271497480469,20.3504129589588,48.0067665050784
0.1,22.3,48.3832525392429,34.1008771929825,88.9,33.7300178901201,23.6842105263158,2572.3804117099,2531.88977132724,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,3442.24014416747,2345.96408496352,33.822867947515,13.5226857654944,66.9127717785613,3985.61821921693,13782.5869404022,1413.23780750703,2531.88977132724,-1118.6519638202,-1802.58600991405,-1118.6519638202,18.6223692967135,48.0067665050784
0.1,22.3,48.3832525392429,34.1008771929825,100,33.7300178901201,23.6842105263158,2572.3804117099,2642.88977132724,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,3442.24014416747,2456.96408496352,33.8228824189117,13.5226966243092,66.9127773986835,4006.16198438628,13975.7607681491,1433.78157267638,2642.88977132724,-1209.10819865085,-1893.0422447447,-1209.10819865085,18.6223893882322,48.0067665050784
0.1,33.4,48.3832525392429,34.1008771929825,0.1,33.7300178901201,23.6842105263158,2554.22098166174,1617.27535965708,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,3233.10881982113,1525.09138599738,57.9902787748212,33.4,75.0211950992847,3971.96360812488,11481.9065681716,1417.74262646314,1617.27535965708,-199.532733193938,-786.236597693625,-199.532733193938,50.898203444743,48.0067665050784
0.1,33.4,48.3832525392429,34.1008771929825,11.2,33.7300178901201,23.6842105263158,2647.19295308002,1763.26066007087,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,3383.52533922942,1646.88481329376,57.9902787748212,33.4,75.0211950992847,4197.01012875712,12493.0926507005,1549.8171756771,1763.26066007087,-213.443484393772,-833.400023766064,-213.443484393772,50.898203444743,48.0067665050784
0.1,33.4,48.3832525392429,34.1008771929825,22.3,33.7300178901201,23.6842105263158,2686.225930552,1881.95312195882,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,3471.84886919816,1744.30324991082,54.6127308454563,30.385222996683,74.027953477452,4299.24228027279,12978.8780387933,1613.01634972079,1881.95312195882,-268.936772238029,-916.909838836189,-268.936772238029,46.5274138935454,48.0067665050784
0.1,33.4,48.3832525392429,34.1008771929825,33.4,33.7300178901201,23.6842105263158,2689.7082997099,1993.04049332724,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,3525.21682325372,1834.1223164752,48.6952679008123,25.3065827550655,72.1837993547039,4294.43262416031,13152.8204298716,1604.72432445042,1993.04049332724,-388.316168876818,-1064.9065155686,-388.316168876818,38.7657968261533,48.0067665050784
0.1,33.4,48.3832525392429,34.1008771929825,44.5,33.7300178901201,23.6842105263158,2689.7082997099,2104.04049332724,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,3553.35017810337,1925.68548254047,43.2800359776923,20.8642745428739,70.3752119731448,4236.60881479906,13248.1566620286,1546.90051508917,2104.04049332724,-557.139978238071,-1242.42684584478,-557.13997823807,31.5419775214742,48.0067665050784
0.1,33.4,48.3832525392429,34.1008771929825,55.6,33.7300178901201,23.6842105263158,2689.7082997099,2215.04049332724,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,3555.59239652442,2034.51400534749,43.2800359862169,20.8642745497232,70.3752119760868,4297.98226155447,13604.6504486144,1608.27396184458,2215.04049332724,-606.76653148266,-1292.12414031743,-606.76653148266,31.5419775329408,48.0067665050784
0.1,33.4,48.3832525392429,34.1008771929825,66.7,33.7300178901201,23.6842105263158,2689.7082997099,2326.04049332724,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,3555.59239652442,2145.51400534749,39.530110342776,17.8929085974523,69.0508370099889,4231.94818209131,13670.6142262175,1542.23988238142,2326.04049332724,-783.800610945822,-1469.1582197806,-783.800610945822,26.467676923402,48.0067665050784
0.1,33.4,48.3832525392429,34.1008771929825,77.8,33.7300178901201,23.6842105263158,2689.7082997099,2437.04049332724,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,3555.59239652442,2256.51400534749,35.0706820355283,14.4631104619294,67.3935108500986,4115.01221565615,13641.3910803649,1425.30391594625,2437.04049332724,-1011.73657738099,-1697.09418621576,-1011.73657738099,20.350922456264,48.0067665050784
0.1,33.4,48.3832525392429,34.1008771929825,88.9,33.7300178901201,23.6842105263158,2689.7082997099,2548.04049332724,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,3555.59239652442,2367.51400534749,33.8228679442424,13.5226857630388,66.9127717772903,4096.61821909315,13782.5869401859,1406.90991938326,2548.04049332724,-1141.13057394398,-1826.48818277876,-1141.13057394398,18.6223692921699,48.0067665050784
0.1,33.4,48.3832525392429,34.1008771929825,100,33.7300178901201,23.6842105263158,2689.7082997099,2659.04049332724,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,3555.59239652442,2478.51400534749,33.8228824147277,13.5226966211697,66.9127773970586,4117.16198422841,13975.7607678741,1427.45368451851,2659.04049332724,-1231.58680880872,-1916.9444176435,-1231.58680880872,18.6223893824234,48.0067665050784
0.1,44.5,48.3832525392429,34.1008771929825,0.1,33.7300178901201,23.6842105263158,2666.09852975178,1618.45321957559,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,3354.70724968255,1543.65787316065,68.7963460030047,43.7093068032557,77.9151209767442,4116.09105134766,12198.0227601103,1449.99252159588,1618.45321957559,-168.460697979714,-782.274071495548,-168.460697979714,64.598196550386,48.0067665050784
0.1,44.5,48.3832525392429,34.1008771929825,11.2,33.7300178901201,23.6842105263158,2758.45494172201,1764.2190144985,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,3498.12244556991,1658.4726339331,61.1540867433767,36.3078994793811,75.9132238956741,4332.99175589644,12684.4859924139,1574.53681417443,1764.2190144985,-189.682200324077,-823.603323606569,-189.682200324078,54.9540402096879,48.0067665050784
0.1,44.5,48.3832525392429,34.1008771929825,22.3,33.7300178901201,23.6842105263158,2797.24833058709,1882.87862328338,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,3583.47404300092,1754.21536629246,54.6127308444802,30.3852229958245,74.0279534771588,4410.24228025844,12978.878038735,1612.99394967135,1882.87862328338,-269.884673612027,-927.447129034945,-269.884673612027,46.5274138922762,48.0067665050784
0.1,44.5,48.3832525392429,34.1008771929825,33.4,33.7300178901201,23.6842105263158,2800.73069974498,1993.9659946518,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,3634.02205255366,1844.97868967498,48.6952678749662,25.3065827334125,72.1837993463532,4405.432623584,13152.8204282905,1604.70192383902,1993.9659946518,-389.264070812782,-1073.56811864464,-389.264070812782,38.7657967919565,48.0067665050784
0.1,44.5,48.3832525392429,34.1008771929825,44.5,33.7300178901201,23.6842105263158,2800.73069974498,2104.9659946518,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,3659.44131410337,1939.02701654047,43.280035980085,20.8642745447964,70.3752119739706,4347.60881486735,13248.1566621795,1546.87811512237,2104.9659946518,-558.087879529431,-1250.85951577649,-558.08787952943,31.5419775246927,48.0067665050784
0.1,44.5,48.3832525392429,34.1008771929825,55.6,33.7300178901201,23.6842105263158,2800.73069974498,2215.9659946518,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,3661.68353252442,2047.85553934749,43.2800359777955,20.8642745429568,70.3752119731804,4408.982261317,13604.6504480951,1608.25156157202,2215.9659946518,-607.714433079783,-1300.55681055491,-607.714433079784,31.541977521613,48.0067665050784
0.1,44.5,48.3832525392429,34.1008771929825,66.7,33.7300178901201,23.6842105263158,2800.73069974498,2326.9659946518,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,3661.68353252442,2158.85553934749,39.5301101795338,17.8929084698764,69.0508369509946,4342.94817683491,13670.6142158874,1542.21747708992,2326.9659946518,-784.748517561876,-1477.590895037,-784.748517561876,26.4676767011655,48.0067665050784
0.1,44.5,48.3832525392429,34.1008771929825,77.8,33.7300178901201,23.6842105263158,2800.73069974498,2437.9659946518,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,3661.68353252442,2269.85553934749,35.0708634945942,14.4632478209091,67.3935802030813,4226.01887612231,13641.4030043453,1425.28817637733,2437.9659946518,-1012.67781827447,-1705.5201957496,-1012.67781827447,20.3511732683126,48.0067665050784
0.1,44.5,48.3832525392429,34.1008771929825,88.9,33.7300178901201,23.6842105263158,2800.73069974498,2548.9659946518,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,3661.68353252442,2380.85553934749,33.8228679455587,13.5226857640265,66.9127717778015,4207.61821914294,13782.5869402729,1406.88751939795,2548.9659946518,-1142.07847525385,-1834.92085272897,-1142.07847525385,18.6223692939973,48.0067665050784
0.1,44.5,48.3832525392429,34.1008771929825,100,33.7300178901201,23.6842105263158,2800.73069974498,2659.9659946518,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,3661.68353252442,2491.85553934749,33.8228824153896,13.5226966216664,66.9127773973157,4228.16198425339,13975.7607679176,1427.4312845084,2659.9659946518,-1232.5347101434,-1925.37708761852,-1232.5347101434,18.6223893833424,48.0067665050784
0.1,55.6,48.3832525392429,34.1008771929825,0.1,33.7300178901201,23.6842105263158,2777.09852975178,1618.45321957559,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,3465.936018689,1544.842786144,68.7963444115394,43.7093052007362,77.9151205826157,4227.09106416626,12198.0226645174,1449.99253441448,1618.45321957559,-168.46068516111,-783.687740666736,-168.46068516111,64.5981945647923,48.0067665050784
0.1,55.6,48.3832525392429,34.1008771929825,11.2,33.7300178901201,23.6842105263158,2869.45494172201,1764.2190144985,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,3608.81663957845,1659.37842222616,61.1524537971354,36.3063765661069,75.9127730166543,4443.98335462115,12684.3894415488,1574.52841289914,1764.2190144985,-189.690601599362,-824.211707183462,-189.690601599362,54.9519563844268,48.0067665050784
0.1,55.6,48.3832525392429,34.1008771929825,22.3,33.7300178901201,23.6842105263158,2908.24833058709,1882.87862328338,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,3693.84642657394,1755.0810085253,54.6127308442438,30.3852229956165,74.0279534770878,4521.24228025497,12978.8780387209,1612.99394966788,1882.87862328338,-269.884673615499,-927.68515484428,-269.884673615498,46.5274138919687,48.0067665050784
0.1,55.6,48.3832525392429,34.1008771929825,33.4,33.7300178901201,23.6842105263158,2911.73069974498,1993.9659946518,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,3744.14768508798,1845.93379525086,48.6952679028849,25.3065827568018,72.1837993553735,4516.43262420653,13152.8204299984,1604.70192446155,1993.9659946518,-389.264070190251,-1073.64885613231,-389.264070190251,38.7657968288955,48.0067665050784
0.1,55.6,48.3832525392429,34.1008771929825,44.5,33.7300178901201,23.6842105263158,2911.73069974498,2104.9659946518,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,3769.32817024372,1940.21090162819,43.2800359635342,20.8642745314984,70.3752119682586,4458.60881439499,13248.1566611363,1546.87811465001,2104.9659946518,-558.087880001792,-1250.93025747692,-558.087880001792,31.5419775024299,48.0067665050784
0.1,55.6,48.3832525392429,34.1008771929825,55.6,33.7300178901201,23.6842105263158,2911.73069974498,2215.9659946518,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,3771.57038866477,2049.03942443521,43.2800359770765,20.8642745423791,70.3752119729323,4519.98226129673,13604.6504480508,1608.25156155174,2215.9659946518,-607.714433100058,-1300.62755180325,-607.714433100058,31.5419775206459,48.0067665050784
0.1,55.6,48.3832525392429,34.1008771929825,66.7,33.7300178901201,23.6842105263158,2911.73069974498,2326.9659946518,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,3771.57038866477,2160.03942443521,39.5301103359443,17.8929085921133,69.05083700752,4453.94818187133,13670.6142257852,1542.21748212635,2326.9659946518,-784.748512525452,-1477.66163122865,-784.748512525452,26.4676769141014,48.0067665050784
0.1,55.6,48.3832525392429,34.1008771929825,77.8,33.7300178901201,23.6842105263158,2911.73069974498,2437.9659946518,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,3771.57038866477,2271.03942443521,35.0706468187685,14.4630838039365,67.3934973903649,4337.01092301896,13641.3887662096,1425.28022327397,2437.9659946518,-1012.68577137782,-1705.59889008102,-1012.68577137782,20.3508737797705,48.0067665050784
0.1,55.6,48.3832525392429,34.1008771929825,88.9,33.7300178901201,23.6842105263158,2911.73069974498,2548.9659946518,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,3771.57038866477,2382.03942443521,33.822867942979,13.5226857620907,66.9127717767996,4318.61821904537,13782.5869401024,1406.88751930038,2548.9659946518,-1142.07847535142,-1834.99159405461,-1142.07847535142,18.6223692904157,48.0067665050784
0.1,55.6,48.3832525392429,34.1008771929825,100,33.7300178901201,23.6842105263158,2911.73069974498,2659.9659946518,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,3771.57038866477,2493.03942443521,33.8228824191839,13.5226966245135,66.9127773987892,4339.16198439655,13975.760768167,1427.43128465156,2659.9659946518,-1232.53471000023,-1925.44782870343,-1232.53471000023,18.6223893886102,48.0067665050784
0.1,66.7,48.3832525392429,34.1008771929825,0.1,33.7300178901201,23.6842105263158,2888.09852975178,1618.45321957559,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,3576.936018689,1544.842786144,68.7963460056541,43.7093068059235,77.9151209774003,4338.09105132632,12198.0227602694,1449.99252157454,1618.45321957559,-168.46069800105,-783.687753506676,-168.460698001049,64.5981965536915,48.0067665050784
0.1,66.7,48.3832525392429,34.1008771929825,11.2,33.7300178901201,23.6842105263158,2980.45494172201,1764.2190144985,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,3719.81663957845,1659.37842222616,61.1524537981187,36.306376567024,75.9127730169258,4554.98335462622,12684.3894416069,1574.52841290421,1764.2190144985,-189.690601594299,-824.211707178399,-189.690601594299,54.9519563856817,48.0067665050784
0.1,66.7,48.3832525392429,34.1008771929825,22.3,33.7300178901201,23.6842105263158,3019.24833058709,1882.87862328338,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,3804.84642657394,1755.0810085253,54.6127308393007,30.3852229912687,74.027953475603,4632.24228018229,12978.8780384255,1612.9939495952,1882.87862328338,-269.884673688172,-927.685154916953,-269.884673688171,46.5274138855408,48.0067665050784
0.1,66.7,48.3832525392429,34.1008771929825,33.4,33.7300178901201,23.6842105263158,3022.73069974498,1993.9659946518,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,3855.14768508798,1845.93379525086,48.6952679028559,25.3065827567775,72.1837993553642,4627.43262420589,13152.8204299966,1604.7019244609,1993.9659946518,-389.264070190896,-1073.64885613295,-389.264070190896,38.7657968288571,48.0067665050784
0.1,66.7,48.3832525392429,34.1008771929825,44.5,33.7300178901201,23.6842105263158,3022.73069974498,2104.9659946518,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,3880.32817024372,1940.21090162819,43.2800359819121,20.8642745462644,70.3752119746011,4569.6088149195,13248.1566622946,1546.87811517452,2104.9659946518,-558.087879477282,-1250.93025695241,-558.087879477282,31.5419775271504,48.0067665050784
