"M_ab","x_a_init","x_a_non","e_hat_a","x_b_init","x_b_non","e_hat_b","NPV_a_hat","NPV_b_hat","x_a_so","e_star_a","x_b_so","e_star_b","NPV_a_star","NPV_b_star","x_a_soa","e_a_star","x_b_soa","NPV_ea_star","NPV_eb_star","WTP_A","WTA_B","accept","reserve_npv_coop","reserve_npv_non","reserve_vs_non_x","reserve_vs_coop_x"
0.1,66.7,48.3832525392429,34.1008771929825,55.6,33.7300178901201,23.6842105263158,3022.73069974498,2215.9659946518,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,3882.57038866477,2049.03942443521,43.2800359758143,20.864274541365,70.3752119724967,4630.98226126114,13604.6504479729,1608.25156151615,2215.9659946518,-607.714433135648,-1300.62755183884,-607.714433135649,31.5419775189481,48.0067665050784
0.1,66.7,48.3832525392429,34.1008771929825,66.7,33.7300178901201,23.6842105263158,3022.73069974498,2326.9659946518,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,3882.57038866477,2160.03942443521,39.5301103364634,17.8929085925189,69.0508370077076,4564.94818188805,13670.6142258181,1542.21748214306,2326.9659946518,-784.748512508736,-1477.66163121193,-784.748512508736,26.4676769148081,48.0067665050784
0.1,66.7,48.3832525392429,34.1008771929825,77.8,33.7300178901201,23.6842105263158,3022.73069974498,2437.9659946518,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,3882.57038866477,2271.03942443521,35.0706142448417,14.4630591464919,67.3934849407082,4448.00972738629,13641.3866257188,1425.27902764131,2437.9659946518,-1012.68696701049,-1705.60008571369,-1012.68696701049,20.3508287561869,48.0067665050784
0.1,66.7,48.3832525392429,34.1008771929825,88.9,33.7300178901201,23.6842105263158,3022.73069974498,2548.9659946518,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,3882.57038866477,2382.03942443521,33.8228679413015,13.522685760832,66.9127717761482,4429.61821898192,13782.5869399915,1406.88751923694,2548.9659946518,-1142.07847541486,-1834.99159411806,-1142.07847541486,18.6223692880868,48.0067665050784
0.1,66.7,48.3832525392429,34.1008771929825,100,33.7300178901201,23.6842105263158,3022.73069974498,2659.9659946518,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,3882.57038866477,2493.03942443521,33.8228824186356,13.5226966241021,66.9127773985763,4450.16198437587,13975.760768131,1427.43128463088,2659.9659946518,-1232.53471002092,-1925.44782872411,-1232.53471002092,18.622389387849,48.0067665050784
0.1,77.8,48.3832525392429,34.1008771929825,0.1,33.7300178901201,23.6842105263158,2999.09852975178,1618.45321957559,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,3687.936018689,1544.842786144,68.7963401255703,43.7093008849972,77.91511952119,4449.09109868796,12198.0224070764,1449.99256893618,1618.45321957559,-168.460650639412,-783.687706145039,-168.460650639411,64.5981892173974,48.0067665050784
0.1,77.8,48.3832525392429,34.1008771929825,11.2,33.7300178901201,23.6842105263158,3091.45494172201,1764.2190144985,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,3830.81663957845,1659.37842222616,61.1524537989282,36.3063765677789,75.9127730171493,4665.98335463038,12684.3894416548,1574.52841290837,1764.2190144985,-189.690601590131,-824.211707174231,-189.690601590131,54.9519563867146,48.0067665050784
0.1,77.8,48.3832525392429,34.1008771929825,22.3,33.7300178901201,23.6842105263158,3130.24833058709,1882.87862328338,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,3915.84642657394,1755.0810085253,54.6127308437387,30.3852229951723,74.0279534769361,4743.24228024754,12978.8780386907,1612.99394966045,1882.87862328338,-269.884673622928,-927.68515485171,-269.884673622928,46.5274138913119,48.0067665050784
0.1,77.8,48.3832525392429,34.1008771929825,33.4,33.7300178901201,23.6842105263158,3133.73069974498,1993.9659946518,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,3966.14768508798,1845.93379525086,48.6952679121353,25.3065827645514,72.1837993583623,4738.43262441279,13152.8204305643,1604.70192466781,1993.9659946518,-389.264069983987,-1073.64885592604,-389.264069983987,38.7657968411346,48.0067665050784
0.1,77.8,48.3832525392429,34.1008771929825,44.5,33.7300178901201,23.6842105263158,3133.73069974498,2104.9659946518,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,3991.32817024372,1940.21090162819,43.2800359606258,20.8642745291616,70.3752119672548,4680.60881431198,13248.156660953,1546.878114567,2104.9659946518,-558.087880084798,-1250.93025755992,-558.087880084798,31.5419774985177,48.0067665050784
0.1,77.8,48.3832525392429,34.1008771929825,55.6,33.7300178901201,23.6842105263158,3133.73069974498,2215.9659946518,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,3993.57038866477,2049.03942443521,43.2800359849556,20.8642745487098,70.3752119756515,4741.98226151891,13604.6504485366,1608.25156177392,2215.9659946518,-607.714432877876,-1300.62755158107,-607.714432877877,31.5419775312443,48.0067665050784
0.1,77.8,48.3832525392429,34.1008771929825,66.7,33.7300178901201,23.6842105263158,3133.73069974498,2326.9659946518,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,3993.57038866477,2160.03942443521,39.5301103439113,17.8929085983395,69.0508370103992,4675.94818212787,13670.6142262894,1542.21748238288,2326.9659946518,-784.748512268915,-1477.66163097211,-784.748512268915,26.4676769249476,48.0067665050784
0.1,77.8,48.3832525392429,34.1008771929825,77.8,33.7300178901201,23.6842105263158,3133.73069974498,2437.9659946518,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,3993.57038866477,2271.03942443521,35.0708025538819,14.4632016906286,67.3935569117848,4559.01663929343,13641.3989998312,1425.28593954845,2437.9659946518,-1012.68005510335,-1705.59317380655,-1012.68005510335,20.3510890363038,48.0067665050784
0.1,77.8,48.3832525392429,34.1008771929825,88.9,33.7300178901201,23.6842105263158,3133.73069974498,2548.9659946518,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,3993.57038866477,2382.03942443521,33.8228679498189,13.5226857672232,66.912771779456,4540.61821930407,13782.5869405544,1406.88751955908,2548.9659946518,-1142.07847509271,-1834.99159379591,-1142.07847509272,18.6223692999121,48.0067665050784
0.1,77.8,48.3832525392429,34.1008771929825,100,33.7300178901201,23.6842105263158,3133.73069974498,2659.9659946518,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,3993.57038866477,2493.03942443521,33.8228824141978,13.5226966207721,66.9127773968528,4561.16198420842,13975.7607678393,1427.43128446343,2659.9659946518,-1232.53471018837,-1925.44782889156,-1232.53471018837,18.6223893816878,48.0067665050784
0.1,88.9,48.3832525392429,34.1008771929825,0.1,33.7300178901201,23.6842105263158,3110.09852975178,1618.45321957559,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,3798.936018689,1544.842786144,68.7963460257237,43.7093068261325,77.9151209823706,4560.09105116467,12198.0227614749,1449.99252141289,1618.45321957559,-168.460698162703,-783.687753668331,-168.460698162703,64.5981965787314,48.0067665050784
0.1,88.9,48.3832525392429,34.1008771929825,11.2,33.7300178901201,23.6842105263158,3202.45494172201,1764.2190144985,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,3941.81663957845,1659.37842222616,61.1524537957127,36.30637656478,75.9127730162615,4776.98335461383,12684.3894414647,1574.52841289182,1764.2190144985,-189.690601606684,-824.211707190784,-189.690601606684,54.9519563826112,48.0067665050784
0.1,88.9,48.3832525392429,34.1008771929825,22.3,33.7300178901201,23.6842105263158,3241.24833058709,1882.87862328338,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,4026.84642657394,1755.0810085253,54.6127308430184,30.3852229945387,74.0279534767197,4854.24228023695,12978.8780386477,1612.99394964986,1882.87862328338,-269.884673633517,-927.685154862299,-269.884673633517,46.5274138903752,48.0067665050784
0.1,88.9,48.3832525392429,34.1008771929825,33.4,33.7300178901201,23.6842105263158,3244.73069974498,1993.9659946518,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,4077.14768508798,1845.93379525086,48.6952679016991,25.3065827558084,72.1837993549904,4849.43262418009,13152.8204299259,1604.70192443511,1993.9659946518,-389.264070216692,-1073.64885615875,-389.264070216692,38.7657968273266,48.0067665050784
0.1,88.9,48.3832525392429,34.1008771929825,44.5,33.7300178901201,23.6842105263158,3244.73069974498,2104.9659946518,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,4102.32817024372,1940.21090162819,43.2800359838683,20.8642745478362,70.3752119752763,4791.60881497533,13248.1566624179,1546.87811523034,2104.9659946518,-558.087879421456,-1250.93025689658,-558.087879421456,31.5419775297817,48.0067665050784
0.1,88.9,48.3832525392429,34.1008771929825,55.6,33.7300178901201,23.6842105263158,3244.73069974498,2215.9659946518,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,4104.57038866477,2049.03942443521,43.2800359812704,20.8642745457488,70.3752119743797,4852.98226141499,13604.6504483094,1608.25156167001,2215.9659946518,-607.714432981792,-1300.62755168499,-607.714432981793,31.5419775262871,48.0067665050784
0.1,88.9,48.3832525392429,34.1008771929825,66.7,33.7300178901201,23.6842105263158,3244.73069974498,2326.9659946518,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,4104.57038866477,2160.03942443521,39.5301103434485,17.8929085979778,69.0508370102319,4786.94818211297,13670.6142262601,1542.21748236798,2326.9659946518,-784.748512283814,-1477.66163098701,-784.748512283814,26.4676769243175,48.0067665050784
0.1,88.9,48.3832525392429,34.1008771929825,77.8,33.7300178901201,23.6842105263158,3244.73069974498,2437.9659946518,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,4104.57038866477,2271.03942443521,35.0707755259548,14.4631812313095,67.3935465818133,4670.01564723215,13641.397223781,1425.28494748717,2437.9659946518,-1012.68104716463,-1705.59416586783,-1012.68104716463,20.3510516784052,48.0067665050784
0.1,88.9,48.3832525392429,34.1008771929825,88.9,33.7300178901201,23.6842105263158,3244.73069974498,2548.9659946518,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,4104.57038866477,2382.03942443521,33.8228679418423,13.5226857612378,66.9127717763582,4651.61821900237,13782.5869400273,1406.88751925739,2548.9659946518,-1142.07847539441,-1834.99159409761,-1142.07847539441,18.6223692888376,48.0067665050784
0.1,88.9,48.3832525392429,34.1008771929825,100,33.7300178901201,23.6842105263158,3244.73069974498,2659.9659946518,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,4104.57038866477,2493.03942443521,33.8228824242197,13.5226966282922,66.9127774007449,4672.16198458656,13975.760768498,1427.43128484158,2659.9659946518,-1232.53470981022,-1925.44782851341,-1232.53470981022,18.6223893956017,48.0067665050784
0.1,100,48.3832525392429,34.1008771929825,0.1,33.7300178901201,23.6842105263158,3221.09852975178,1618.45321957559,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,3909.936018689,1544.842786144,68.7963460017943,43.7093068020369,77.9151209764444,4671.09105135741,12198.0227600376,1449.99252160563,1618.45321957559,-168.460697969962,-783.687753475589,-168.460697969962,64.5981965488759,48.0067665050784
0.1,100,48.3832525392429,34.1008771929825,11.2,33.7300178901201,23.6842105263158,3313.45494172201,1764.2190144985,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,4052.81663957845,1659.37842222616,61.1524537930969,36.3063765623406,75.9127730155392,4887.98335460037,12684.38944131,1574.52841287836,1764.2190144985,-189.690601620145,-824.211707204246,-189.690601620145,54.9519563792733,48.0067665050784
0.1,100,48.3832525392429,34.1008771929825,22.3,33.7300178901201,23.6842105263158,3352.24833058709,1882.87862328338,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,4137.84642657394,1755.0810085253,54.6127308444363,30.3852229957858,74.0279534771456,4965.2422802578,12978.8780387324,1612.99394967071,1882.87862328338,-269.884673612669,-927.68515484145,-269.884673612669,46.527413892219,48.0067665050784
0.1,100,48.3832525392429,34.1008771929825,33.4,33.7300178901201,23.6842105263158,3355.73069974498,1993.9659946518,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,4188.14768508798,1845.93379525086,48.6952678962848,25.3065827512725,72.1837993532411,4960.43262405936,13152.8204295947,1604.70192431438,1993.9659946518,-389.26407033742,-1073.64885627948,-389.26407033742,38.765796820163,48.0067665050784
0.1,100,48.3832525392429,34.1008771929825,44.5,33.7300178901201,23.6842105263158,3355.73069974498,2104.9659946518,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,4213.32817024372,1940.21090162819,43.2800359801133,20.8642745448191,70.3752119739804,4902.60881486815,13248.1566621812,1546.87811512317,2104.9659946518,-558.087879528627,-1250.93025700376,-558.087879528627,31.5419775247307,48.0067665050784
0.1,100,48.3832525392429,34.1008771929825,55.6,33.7300178901201,23.6842105263158,3355.73069974498,2215.9659946518,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,4215.57038866477,2049.03942443521,43.2800359774652,20.8642745426914,70.3752119730664,4963.98226130769,13604.6504480747,1608.2515615627,2215.9659946518,-607.714433089096,-1300.62755179229,-607.714433089096,31.5419775211687,48.0067665050784
0.1,100,48.3832525392429,34.1008771929825,66.7,33.7300178901201,23.6842105263158,3355.73069974498,2326.9659946518,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,4215.57038866477,2160.03942443521,39.530110346133,17.8929086000759,69.0508370112021,4897.94818219941,13670.61422643,1542.21748245442,2326.9659946518,-784.748512197376,-1477.66163090057,-784.748512197376,26.4676769279722,48.0067665050784
0.1,100,48.3832525392429,34.1008771929825,77.8,33.7300178901201,23.6842105263158,3355.73069974498,2437.9659946518,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,4215.57038866477,2271.03942443521,35.0709335511242,14.463300851613,67.3936069783846,4781.02144754264,13641.4076078713,1425.29074779766,2437.9659946518,-1012.67524685414,-1705.58836555734,-1012.67524685414,20.3512701001458,48.0067665050784
0.1,100,48.3832525392429,34.1008771929825,88.9,33.7300178901201,23.6842105263158,3355.73069974498,2548.9659946518,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,4215.57038866477,2382.03942443521,33.8228679428045,13.5226857619598,66.9127717767319,4762.61821903877,13782.5869400908,1406.88751929379,2548.9659946518,-1142.07847535801,-1834.99159406121,-1142.07847535801,18.6223692901735,48.0067665050784
0.1,100,48.3832525392429,34.1008771929825,100,33.7300178901201,23.6842105263158,3355.73069974498,2659.9659946518,65.0600184672207,45.6140350877193,55.9372114496768,45.6140350877193,4215.57038866477,2493.03942443521,33.8228824143513,13.5226966208873,66.9127773969124,4783.1619842142,13975.7607678494,1427.43128446922,2659.9659946518,-1232.53471018258,-1925.44782888578,-1232.53471018258,18.6223893819008,48.0067665050784
0.2,0.1,34.5290858725762,23.6842105263158,0.1,34.5290858725762,23.6842105263158,1101.26278244727,1101.26278244727,60.4986149584488,45.6140350877193,60.4986149584488,45.6140350877193,1374.59676203447,1374.59676203447,14.5833333327834,0,58.3333333311337,824.489061040697,3294.95624416279,-276.773721406574,1101.26278244727,-1378.03650385385,-1924.70446302824,-1378.03650385385,3.85849491876468,51.9390581717451
0.2,0.1,34.5290858725762,23.6842105263158,11.2,34.5290858725762,23.6842105263158,1686.24243416134,1739.51673532362,60.4986149584488,45.6140350877193,60.4986149584488,45.6140350877193,2129.98133237271,2153.32574033251,14.7317933309403,0.1,58.4473533237611,2145.55726815573,8679.15778795139,459.314833994388,1739.51673532362,-1280.20190132924,-2137.74980454949,-1280.20190132924,4.12097490954896,51.9390581717451
0.2,0.1,34.5290858725762,23.6842105263158,22.3,34.5290858725762,23.6842105263158,1767.50853251291,1905.08370914607,60.4986149584488,45.6140350877193,60.4986149584488,45.6140350877193,2271.31023018882,2339.04799049408,14.7317933309408,0.1,58.447353323763,2412.31243725707,9857.17846435676,644.803904744159,1905.08370914607,-1260.27980440191,-2198.04578342583,-1260.27980440191,4.12097490955141,51.9390581717451
0.2,0.1,34.5290858725762,23.6842105263158,33.4,34.5290858725762,23.6842105263158,1771.8272235841,2018.25500200138,60.4986149584488,45.6140350877193,60.4986149584488,45.6140350877193,2349.70902038495,2461.04006629401,14.7317933309409,0.1,58.4473533237636,2567.03131592447,10587.0539790263,795.204092340369,2018.25500200138,-1223.05090966101,-2243.7177707545,-1223.05090966101,4.12097490955207,51.9390581717451
0.2,0.1,34.5290858725762,23.6842105263158,44.5,34.5290858725762,23.6842105263158,1771.8272235841,2129.25500200138,60.4986149584488,45.6140350877193,60.4986149584488,45.6140350877193,2388.28736998367,2568.31487856625,14.7317933309409,0.1,58.4473533237638,2671.50841881176,11115.9623905755,899.681195227665,2129.25500200138,-1229.57380677371,-2285.09382973816,-1229.57380677371,4.12097490955234,51.9390581717451
0.2,0.1,34.5290858725762,23.6842105263158,55.6,34.5290858725762,23.6842105263158,1771.8272235841,2240.25500200138,60.4986149584488,45.6140350877193,60.4986149584488,45.6140350877193,2390.26857734121,2678.86000306822,14.731793330941,0.1,58.4473533237639,2746.79103140187,11528.0928409359,974.96380781777,2240.25500200138,-1265.29119418361,-2322.33754900756,-1265.29119418361,4.1209749095525,51.9390581717451
0.2,0.1,34.5290858725762,23.6842105263158,66.7,34.5290858725762,23.6842105263158,1771.8272235841,2351.25500200138,60.4986149584488,45.6140350877193,60.4986149584488,45.6140350877193,2390.26857734121,2789.86000306822,14.731793330941,0.1,58.447353323764,2802.71339461542,11862.7822937901,1030.88617103132,2351.25500200138,-1320.36883097006,-2377.41518579401,-1320.36883097006,4.12097490955257,51.9390581717451
0.2,0.1,34.5290858725762,23.6842105263158,77.8,34.5290858725762,23.6842105263158,1771.8272235841,2462.25500200138,60.4986149584488,45.6140350877193,60.4986149584488,45.6140350877193,2390.26857734121,2900.86000306822,14.731793330941,0.1,58.447353323764,2844.67323044081,12141.6216370917,1072.84600685671,2462.25500200138,-1389.40899514466,-2446.45534996862,-1389.40899514466,4.12097490955261,51.9390581717451
0.2,0.1,34.5290858725762,23.6842105263158,88.9,34.5290858725762,23.6842105263158,1771.8272235841,2573.25500200138,60.4986149584488,45.6140350877193,60.4986149584488,45.6140350877193,2390.26857734121,3011.86000306822,14.731793330941,0.1,58.447353323764,2875.92746877546,12377.6385904303,1104.10024519136,2573.25500200138,-1469.15475681002,-2526.20111163397,-1469.15475681002,4.12097490955266,51.9390581717451
0.2,0.1,34.5290858725762,23.6842105263158,100,34.5290858725762,23.6842105263158,1771.8272235841,2684.25500200138,60.4986149584488,45.6140350877193,60.4986149584488,45.6140350877193,2390.26857734121,3122.86000306822,14.731793330941,0.1,58.447353323764,2898.55014417018,12579.1292920092,1126.72292058608,2684.25500200138,-1557.53208141529,-2614.57843623925,-1557.53208141529,4.12097490955266,51.9390581717451
0.2,11.2,34.5290858725762,23.6842105263158,0.1,34.5290858725762,23.6842105263158,1739.51673532362,1686.24243416134,60.4986149584488,45.6140350877193,60.4986149584488,45.6140350877193,2153.32574033251,2129.98133237271,30.0603696450839,11.2,68.7393985803356,2761.078001513,9779.85277814739,1021.56126618937,1686.24243416134,-664.681167971969,-1522.22907119222,-664.681167971969,29.7415964802671,51.9390581717451
0.2,11.2,34.5290858725762,23.6842105263158,11.2,34.5290858725762,23.6842105263158,1864.97120492095,1864.97120492095,60.4986149584488,45.6140350877193,60.4986149584488,45.6140350877193,2331.08205090506,2331.08205090506,30.0603696450839,11.2,68.7393985803356,3068.13114372823,11119.0653470083,1203.15993880728,1864.97120492095,-661.811266113677,-1594.0329580819,-661.811266113677,29.7415964802671,51.9390581717451
0.2,11.2,34.5290858725762,23.6842105263158,22.3,34.5290858725762,23.6842105263158,1911.74930410381,1992.54077581919,60.4986149584488,45.6140350877193,60.4986149584488,45.6140350877193,2420.97810453904,2464.65843547042,30.0603696450839,11.2,68.7393985803356,3241.84769157652,11924.9315384015,1330.09838747272,1992.54077581919,-662.442388346471,-1643.78884843293,-662.442388346471,29.7415964802671,51.9390581717451
0.2,11.2,34.5290858725762,23.6842105263158,33.4,34.5290858725762,23.6842105263158,1915.33418524611,2104.52436747319,60.4986149584488,45.6140350877193,60.4986149584488,45.6140350877193,2477.77422522321,2569.15807957959,30.0603696450839,11.2,68.7393985803356,3358.45684246999,12502.3681419754,1443.12265722388,2104.52436747319,-661.401710249302,-1688.47546233281,-661.401710249302,29.7415964802671,51.9390581717451
0.2,11.2,34.5290858725762,23.6842105263158,44.5,34.5290858725762,23.6842105263158,1915.33418524611,2215.52436747319,60.4986149584488,45.6140350877193,60.4986149584488,45.6140350877193,2505.96567550483,2669.59093709299,30.0603696450839,11.2,68.7393985803356,3442.64178617879,12950.1079168106,1527.30760093268,2215.52436747319,-688.216766540504,-1732.91482641903,-688.216766540504,29.7415964802671,51.9390581717451
0.2,11.2,34.5290858725762,23.6842105263158,55.6,34.5290858725762,23.6842105263158,1915.33418524611,2326.52436747319,60.4986149584488,45.6140350877193,60.4986149584488,45.6140350877193,2507.80193535185,2779.42869448252,30.0603696450839,11.2,68.7393985803356,3505.6677816236,13313.2118985898,1590.33359637749,2326.52436747319,-736.190771095694,-1781.56284821077,-736.190771095694,29.7415964802671,51.9390581717451
0.2,11.2,34.5290858725762,23.6842105263158,66.7,34.5290858725762,23.6842105263158,1915.33418524611,2437.52436747319,60.4986149584488,45.6140350877193,60.4986149584488,45.6140350877193,2507.80193535185,2890.42869448252,30.0603696450839,11.2,68.7393985803356,3553.64346738811,13616.1146416479,1638.30928214201,2437.52436747319,-799.21508533118,-1844.58716244625,-799.21508533118,29.7415964802671,51.9390581717451
0.2,11.2,34.5290858725762,23.6842105263158,77.8,34.5290858725762,23.6842105263158,1915.33418524611,2548.52436747319,60.4986149584488,45.6140350877193,60.4986149584488,45.6140350877193,2507.80193535185,3001.42869448252,30.0603696450839,11.2,68.7393985803356,3590.24234260027,13873.5101424965,1674.90815735417,2548.52436747319,-873.616210119018,-1918.98828723409,-873.616210119018,29.7415964802671,51.9390581717451
0.2,11.2,34.5290858725762,23.6842105263158,88.9,34.5290858725762,23.6842105263158,1915.33418524611,2659.52436747319,60.4986149584488,45.6140350877193,60.4986149584488,45.6140350877193,2507.80193535185,3112.42869448252,30.0603696450839,11.2,68.7393985803356,3617.82102157436,14094.8248583928,1702.48683632825,2659.52436747319,-957.037531144933,-2002.40960826001,-957.037531144933,29.7415964802671,51.9390581717451
0.2,11.2,34.5290858725762,23.6842105263158,100,34.5290858725762,23.6842105263158,1915.33418524611,2770.52436747319,60.4986149584488,45.6140350877193,60.4986149584488,45.6140350877193,2507.80193535185,3223.42869448252,30.0603696450839,11.2,68.7393985803356,3637.94607705948,14286.3250803333,1722.61189181337,2770.52436747319,-1047.91247565982,-2093.28455277489,-1047.91247565981,29.7415964802671,51.9390581717451
0.2,22.3,34.5290858725762,23.6842105263158,0.1,34.5290858725762,23.6842105263158,1905.08370914607,1767.50853251291,60.4986149584488,45.6140350877193,60.4986149584488,45.6140350877193,2339.04799049408,2271.31023018882,43.5745977488362,22.3,76.2096109953448,3364.24819914704,11779.6498529328,1459.16449000097,1767.50853251291,-308.344042511943,-1246.11002153586,-308.344042511943,50.7260369990286,51.9390581717451
0.2,22.3,34.5290858725762,23.6842105263158,11.2,34.5290858725762,23.6842105263158,1992.54077581919,1911.74930410381,60.4986149584488,45.6140350877193,60.4986149584488,45.6140350877193,2464.65843547042,2420.97810453904,43.5745977488362,22.3,76.2096109953448,3578.56420501005,12747.9138763848,1586.02342919086,1911.74930410381,-325.725874912942,-1307.0723349994,-325.725874912942,50.7260369990286,51.9390581717451
0.2,22.3,34.5290858725762,23.6842105263158,22.3,34.5290858725762,23.6842105263158,2030.27298972432,2030.27298972432,60.4986149584488,45.6140350877193,60.4986149584488,45.6140350877193,2537.28693367122,2537.28693367122,43.5745977488362,22.3,76.2096109953448,3716.98085021943,13412.5804572223,1686.70786049511,2030.27298972432,-343.565129229204,-1357.59301712302,-343.565129229204,50.7260369990286,51.9390581717451
0.2,22.3,34.5290858725762,23.6842105263158,33.4,34.5290858725762,23.6842105263158,2033.75535888221,2141.36036109274,60.4986149584488,45.6140350877193,60.4986149584488,45.6140350877193,2584.57975292241,2635.85998833262,43.5745977488362,22.3,76.2096109953448,3815.36044374136,13917.0988313101,1781.60508485915,2141.36036109274,-359.75527623359,-1405.07929751367,-359.75527623359,50.7260369990286,51.9390581717451
0.2,22.3,34.5290858725762,23.6842105263158,44.5,34.5290858725762,23.6842105263158,2033.75535888221,2252.36036109274,60.4986149584488,45.6140350877193,60.4986149584488,45.6140350877193,2608.83469153216,2733.60014504115,41.9154721620361,20.8642745432137,75.3490939805816,3861.68800798199,14162.2267616346,1827.93264909978,2252.36036109274,-424.427711992964,-1480.74682859131,-424.427711992964,48.2063943974654,51.9390581717451
0.2,22.3,34.5290858725762,23.6842105263158,55.6,34.5290858725762,23.6842105263158,2033.75535888221,2363.36036109274,60.4986149584488,45.6140350877193,60.4986149584488,45.6140350877193,2610.78132923675,2842.91532727431,41.9154721654957,20.8642745461847,75.3490939823905,3918.44509119364,14500.2550945726,1884.68973231143,2363.36036109274,-478.670628781309,-1535.25156531741,-478.670628781308,48.2063944027337,51.9390581717451
0.2,22.3,34.5290858725762,23.6842105263158,66.7,34.5290858725762,23.6842105263158,2033.75535888221,2474.36036109274,60.4986149584488,45.6140350877193,60.4986149584488,45.6140350877193,2610.78132923675,2953.91532727431,38.4003487598433,17.8929085957216,73.4782449841769,3894.0741111825,14452.3507105032,1860.31875230029,2474.36036109274,-614.041608792447,-1670.62254532855,-614.041608792447,42.8204219988678,51.9390581717451
0.2,22.3,34.5290858725762,23.6842105263158,77.8,34.5290858725762,23.6842105263158,2033.75535888221,2585.36036109274,60.4986149584488,45.6140350877193,60.4986149584488,45.6140350877193,2610.78132923675,3064.91532727431,34.2015859038837,14.4628314329641,71.1498756123568,3825.45718242763,14292.6070700553,1791.70182354542,2585.36036109274,-793.658537547319,-1850.23947408343,-793.65853754732,36.293289771088,51.9390581717451
0.2,22.3,34.5290858725762,23.6842105263158,88.9,34.5290858725762,23.6842105263158,2033.75535888221,2696.36036109274,60.4986149584488,45.6140350877193,60.4986149584488,45.6140350877193,2610.78132923675,3175.91532727431,33.0234302139868,13.5226857654944,70.4763637271955,3819.3472307495,14394.1519886332,1785.59187186729,2696.36036109274,-910.76848922545,-1967.34942576156,-910.76848922545,34.4416221960299,51.9390581717451
0.2,22.3,34.5290858725762,23.6842105263158,100,34.5290858725762,23.6842105263158,2033.75535888221,2807.36036109274,60.4986149584488,45.6140350877193,60.4986149584488,45.6140350877193,2610.78132923675,3286.91532727431,33.0234438913667,13.5226966243092,70.4763716006583,3839.08498315584,14584.1027904865,1805.32962427362,2807.36036109274,-1002.03073681911,-2058.61167335522,-1002.03073681911,34.4416437468726,51.9390581717451
0.2,33.4,34.5290858725762,23.6842105263158,0.1,34.5290858725762,23.6842105263158,2018.25500200138,1771.8272235841,60.4986149584488,45.6140350877193,60.4986149584488,45.6140350877193,2461.04006629401,2349.70902038495,55.5767910683148,33.4,82.0672442732591,3608.72312230327,13182.1700572892,1590.4681203019,1771.8272235841,-181.359103282203,-1202.02596437569,-181.359103282203,68.5858635964216,51.9390581717451
0.2,33.4,34.5290858725762,23.6842105263158,11.2,34.5290858725762,23.6842105263158,2104.52436747319,1915.33418524611,60.4986149584488,45.6140350877193,60.4986149584488,45.6140350877193,2569.15807957959,2477.77422522321,55.5767910683148,33.4,82.0672442732591,3782.24615091547,13987.262171738,1677.72178344228,1915.33418524611,-237.612401803826,-1264.68615388733,-237.612401803826,68.5858635964216,51.9390581717451
0.2,33.4,34.5290858725762,23.6842105263158,22.3,34.5290858725762,23.6842105263158,2141.36036109274,2033.75535888221,60.4986149584488,45.6140350877193,60.4986149584488,45.6140350877193,2635.85998833262,2584.57975292241,52.4580094479572,30.385222996683,80.6016793857971,3908.42231079915,14284.2046855218,1767.06194970641,2033.75535888221,-266.693409175801,-1312.01743045588,-266.6934091758,64.0015170886019,51.9390581717451
