"M_ba","x_a_init","x_a_non","e_hat_a","x_b_init","x_b_non","e_hat_b","NPV_a_hat","NPV_b_hat","x_a_so","e_star_a","x_b_so","e_star_b","NPV_a_star","NPV_b_star","x_a_soa","e_a_star","x_b_soa","NPV_ea_star","NPV_eb_star","WTP_A","WTA_B","accept","reserve_npv_coop","reserve_npv_non","coop_npv_non","reserve_vs_non_x","reserve_vs_coop_x"
0,0.1,9.69159741458911,0,0.1,30.4930747922438,28.0701754385965,257.467774436645,28.5652160067249,51.3758079409049,45.6140350877193,69.6214219759926,45.6140350877193,490.919403715948,2248.16355219914,0.416167253672162,0,99.2293763040686,245.208702592726,1123.54542857888,-12.2590718439187,28.5652160067249,-40.8242878506436,-2493.87425332236,-40.8242878506437,2453.04996547172,59.4608713509079,62.5669436749769
0,0.1,9.69159741458911,0,11.2,30.4930747922438,28.0701754385965,1607.23139780927,276.098718014861,51.3758079409049,45.6140350877193,69.6214219759926,45.6140350877193,764.710028341394,3510.17013115534,0.091988,0.1,100,1394.73475078656,9347.83103856385,-212.496647022711,276.098718014861,-488.595365037572,-2880.14540871018,-488.595365037572,2391.55004367261,59.9073157931671,62.5669436749769
0,0.1,9.69159741458911,0,22.3,30.4930747922438,28.0701754385965,1807.50722751579,399.230560954535,51.3758079409049,45.6140350877193,69.6214219759926,45.6140350877193,819.35430515933,3785.38202272413,0.091988,0.1,100,1492.31693404215,12050.1894112186,-315.190293473633,399.230560954535,-714.420854428168,-3112.41939384131,-714.420854428168,2397.99853941314,59.9073157931671,62.5669436749769
0,0.1,9.69159741458911,0,33.4,30.4930747922438,28.0701754385965,1830.92763163497,510.780153522777,51.3758079409049,45.6140350877193,69.6214219759926,45.6140350877193,842.359479461154,3959.34544809683,0.091988,0.1,100,1421.76928694278,13912.3877263833,-409.158344692194,510.780153522777,-919.938498214971,-3379.93564061521,-919.938498214971,2459.99714240024,59.9073157931671,62.5669436749769
0,0.1,9.69159741458911,0,44.5,30.4930747922438,28.0701754385965,1830.92763163497,621.780153522777,51.3758079409049,45.6140350877193,69.6214219759926,45.6140350877193,851.161538374409,4086.86107158279,0.091988,0.1,100,1267.99007082316,15358.2573923308,-562.93756081181,621.780153522777,-1184.71771433459,-3670.03253913404,-1184.71771433459,2485.31482479945,59.9073157931671,62.5669436749769
0,0.1,9.69159741458911,0,55.6,30.4930747922438,28.0701754385965,1830.92763163497,732.780153522777,51.3758079409049,45.6140350877193,69.6214219759926,45.6140350877193,851.380418301119,4198.08669630991,0.091988,0.1,100,1063.16353997302,16548.2022723914,-767.764091661952,732.780153522777,-1500.54424518473,-3986.30357463801,-1500.54424518473,2485.75932945328,59.9073157931671,62.5669436749769
0,0.1,9.69159741458911,0,66.7,30.4930747922438,28.0701754385965,1830.92763163497,843.780153522777,51.3758079409049,45.6140350877193,69.6214219759926,45.6140350877193,851.380418301119,4309.08669630991,0.091988,0.1,100,823.471776654214,17562.2483394075,-1007.45585498076,843.780153522777,-1851.23600850353,-4336.99533795681,-1851.23600850353,2485.75932945328,59.9073157931671,62.5669436749769
0,0.1,9.69159741458911,0,77.8,30.4930747922438,28.0701754385965,1830.92763163497,954.780153522777,51.3758079409049,45.6140350877193,69.6214219759926,45.6140350877193,851.380418301119,4420.08669630991,0.091988,0.1,100,558.465810903392,18446.4298446055,-1272.46182073158,954.780153522777,-2227.24197425436,-4713.00130370764,-2227.24197425436,2485.75932945328,59.9073157931671,62.5669436749769
0,0.1,9.69159741458911,0,88.9,30.4930747922438,28.0701754385965,1830.92763163497,1065.78015352278,51.3758079409049,45.6140350877193,69.6214219759926,45.6140350877193,851.380418301119,4531.08669630991,0.091988,0.1,100,274.96512850826,19228.4563173713,-1555.96250312671,1065.78015352278,-2621.74265664949,-5107.50198610277,-2621.74265664949,2485.75932945328,59.9073157931671,62.5669436749769
0,0.1,9.69159741458911,0,100,30.4930747922438,28.0701754385965,1830.92763163497,1176.78015352278,51.3758079409049,45.6140350877193,69.6214219759926,45.6140350877193,851.380418301119,4642.08669630991,0,0,100,1,19881.5894155933,-1829.92763163497,1176.78015352278,-3006.70778515775,-5492.46711461103,-3006.70778515775,2485.75932945328,59.8153277931671,62.5669436749769
0,11.2,9.69159741458911,0,0.1,30.4930747922438,28.0701754385965,368.467774436645,28.5652160067249,51.3758079409049,45.6140350877193,69.6214219759926,45.6140350877193,769.007666978009,3514.13046615529,10.153472,11.2,100,412.43322295457,14597.684203869,43.9654485179247,28.5652160067249,15.4002325111998,-3870.70491017873,15.4002325111998,3886.10514268993,69.9687997931671,62.5669436749769
0,11.2,9.69159741458911,0,11.2,30.4930747922438,28.0701754385965,1718.23139780927,276.098718014861,51.3758079409049,45.6140350877193,69.6214219759926,45.6140350877193,834.846317826543,3814.62810437749,10.153472,11.2,100,449.369736233351,15769.8953211731,-1268.86166157592,276.098718014861,-1544.96037959078,-4200.10468597068,-1544.96037959078,2655.14430637991,69.9687997931671,62.5669436749769
0,11.2,9.69159741458911,0,22.3,30.4930747922438,28.0701754385965,1918.50722751579,399.230560954535,51.3758079409049,45.6140350877193,69.6214219759926,45.6140350877193,870.180210559688,4001.10847323691,10.153472,11.2,100,424.825038795713,16717.2838063146,-1493.68218872007,399.230560954535,-1892.91274967461,-4446.46364500088,-1892.91274967461,2553.55089532627,69.9687997931671,62.5669436749769
