"M_ab","x_a_init","x_a_non","e_hat_a","x_b_init","x_b_non","e_hat_b","NPV_a_hat","NPV_b_hat","x_a_so","e_star_a","x_b_so","e_star_b","NPV_a_star","NPV_b_star","x_a_soa","e_a_star","x_b_soa","NPV_ea_star","NPV_eb_star","WTP_A","WTA_B","accept","reserve_npv_coop","reserve_npv_non","coop_npv_non","reserve_vs_non_x","reserve_vs_coop_x"
0,0.1,30.4930747922438,28.0701754385965,0.1,9.69159741458911,0,28.5652160067249,257.467774436645,69.6214219759926,45.6140350877193,51.3758079409049,45.6140350877193,2248.16355219914,490.919403715948,1.91870649485816e-05,0,2.59589744395073e-05,6.12166938929223,7.93188241614455,-22.4435466174327,257.467774436645,-279.911321054078,-2732.96128652579,-279.911321054078,2453.04996547172,-40.1846270607935,99.0581717451523
0,0.1,30.4930747922438,28.0701754385965,11.2,9.69159741458911,0,28.5652160067249,368.467774436645,69.6214219759926,45.6140350877193,51.3758079409049,45.6140350877193,3514.13046615529,769.007666978009,0.515767815920644,0.1,0.596124812195354,557.801642428995,904.042291552198,529.23642642227,368.467774436645,160.768651985625,-3725.33649070431,160.768651985625,3886.10514268993,-39.0727795787169,99.0581717451523
0,0.1,30.4930747922438,28.0701754385965,22.3,9.69159741458911,0,28.5652160067249,479.467774436645,69.6214219759926,45.6140350877193,51.3758079409049,45.6140350877193,3790.74861907942,838.152229902704,0.51691184162914,0.1,0.597683339522402,960.639679332281,1640.42295249488,932.074463325556,479.467774436645,452.606688888911,-3668.26116964984,452.606688888911,4120.86785853875,-39.0700770256813,99.0581717451523
0,0.1,30.4930747922438,28.0701754385965,33.4,9.69159741458911,0,28.5652160067249,590.467774436645,69.6214219759926,45.6140350877193,51.3758079409049,45.6140350877193,3950.35866977941,894.072460750135,0.517780114590589,0.1,0.598866224314773,1281.66390445265,2305.6612264264,1253.09868844592,590.467774436645,662.630914009278,-3562.7672260769,662.630914009278,4225.39814008618,-39.0680258679275,99.0581717451523
0,0.1,30.4930747922438,28.0701754385965,44.5,9.69159741458911,0,28.5652160067249,701.467774436645,69.6214219759926,45.6140350877193,51.3758079409049,45.6140350877193,4047.48769478099,951.660547783284,0.518458070296914,0.1,0.599789844213653,1535.23740610646,2912.24673738663,1506.67219009974,701.467774436645,805.204415663093,-3463.91083645781,805.204415663093,4269.1152521209,-39.0664242923223,99.0581717451523
0,0.1,30.4930747922438,28.0701754385965,55.6,9.69159741458911,0,28.5652160067249,812.467774436645,69.6214219759926,45.6140350877193,51.3758079409049,45.6140350877193,4054.42265266598,1057.671458769,0.518999487195857,0.1,0.600527456824219,1732.09640651517,3469.51531947097,1703.53119050844,812.467774436645,891.0634160718,-3379.99770491981,891.0634160718,4271.06112099161,-39.0651452628128,99.0581717451523
0,0.1,30.4930747922438,28.0701754385965,66.7,9.69159741458911,0,28.5652160067249,923.467774436645,69.6214219759926,45.6140350877193,51.3758079409049,45.6140350877193,4054.42265266598,1168.671458769,0.00602537338820106,0,0.00815239147773795,1845.42199942528,3923.8439577662,1816.85678341856,923.467774436645,893.38900898191,-3377.6721120097,893.389008981911,4271.06112099162,-40.1704944419669,99.0581717451523
0,0.1,30.4930747922438,28.0701754385965,77.8,9.69159741458911,0,28.5652160067249,1034.46777443664,69.6214219759926,45.6140350877193,51.3758079409049,45.6140350877193,4054.42265266598,1279.671458769,0.00644065666297972,0,0.00871430460343241,1952.79882256281,4403.30197805562,1924.23360655609,1034.46777443664,889.765832119444,-3381.29528887217,889.765832119444,4271.06112099161,-40.1695172455665,99.0581717451523
0,0.1,30.4930747922438,28.0701754385965,88.9,9.69159741458911,0,28.5652160067249,1145.46777443664,69.6214219759926,45.6140350877193,51.3758079409049,45.6140350877193,4054.42265266598,1390.671458769,0.00678770944448525,0,0.00918389917545132,2023.27655551287,4850.6738472231,1994.71133950614,1145.46777443664,849.243565069497,-3421.81755592212,849.243565069497,4271.06112099162,-40.168700598213,99.0581717451523
0,0.1,30.4930747922438,28.0701754385965,100,9.69159741458911,0,28.5652160067249,1256.46777443664,69.6214219759926,45.6140350877193,51.3758079409049,45.6140350877193,4054.42265266598,1501.671458769,0.00708086336584059,0,0.00958056574499012,2061.1236329353,5269.67124458671,2032.55841692858,1256.46777443664,776.090642491931,-3494.97047849968,776.090642491931,4271.06112099162,-40.1680107777221,99.0581717451523
0,11.2,30.4930747922438,28.0701754385965,0.1,9.69159741458911,0,276.098718014861,1607.23139780927,69.6214219759926,45.6140350877193,51.3758079409049,45.6140350877193,3510.17013115534,764.710028341394,31.3042746809601,11.2,38.0063543938365,2958.46011512841,5509.48419619743,2682.36139711354,1607.23139780927,1075.12999930428,-1316.42004436833,1075.12999930428,2391.55004367261,29.1259568679637,99.0581717451523
0,11.2,30.4930747922438,28.0701754385965,11.2,9.69159741458911,0,276.098718014861,1718.23139780927,69.6214219759926,45.6140350877193,51.3758079409049,45.6140350877193,3814.62810437749,834.846317826543,31.3042747467418,11.2,38.0063545668361,3274.92170668658,6170.75514535173,2998.82298867172,1718.23139780927,1280.59159086245,-1374.55271551746,1280.59159086245,2655.14430637991,29.125957106745,99.0581717451523
0,11.2,30.4930747922438,28.0701754385965,22.3,9.69159741458911,0,276.098718014861,1829.23139780927,69.6214219759926,45.6140350877193,51.3758079409049,45.6140350877193,3996.90356394982,887.858524295181,31.3042747991882,11.2,38.0063547047649,3528.05314754959,6776.95639825478,3251.95442953473,1829.23139780927,1422.72303172547,-1356.70894069541,1422.72303172547,2779.43197242087,29.1259572971202,99.0581717451523
