"D_ab","x_a_init","x_a_non","e_hat_a","x_b_init","x_b_non","e_hat_b","NPV_a_hat","NPV_b_hat","x_a_so","e_star_a","x_b_so","e_star_b","NPV_a_star","NPV_b_star","x_a_soa","e_a_star","x_b_soa","NPV_ea_star","NPV_eb_star","WTP_A","WTA_B","accept","reserve_npv_coop","reserve_npv_non","coop_npv_non","reserve_vs_non_x","reserve_vs_coop_x"
0,0.1,35.4986149584488,28.9473684210526,0.1,5.78947368421053,0,485.760677548524,513.842496281992,72.4062788550323,45.6140350877193,48.5909510618652,45.6140350877193,2471.51009292575,219.022312987029,0.308982614949675,0.1,0.249033033608456,31.8708975360625,37.7309826394609,-453.889780012462,513.842496281992,-967.732276294454,-2658.66150837672,-967.732276294454,1690.92923208227,-40.7300729941012,103.524469067405
0,0.1,35.4986149584488,28.9473684210526,11.2,5.78947368421053,0,485.760677548524,624.842496281992,72.4062788550323,45.6140350877193,48.5909510618652,45.6140350877193,3891.49249498624,347.929519522147,0.310679079276908,0.1,0.251334884818303,538.379765352243,864.260077396731,52.6190878037187,624.842496281992,-572.223408478273,-3701.04224915614,-572.223408478273,3128.81884067787,-40.7260746785641,103.524469067405
0,0.1,35.4986149584488,28.9473684210526,22.3,5.78947368421053,0,485.760677548524,735.842496281992,72.4062788550323,45.6140350877193,48.5909510618652,45.6140350877193,4218.24036968214,386.277057631677,0.311918706074299,0.1,0.253016917177652,942.710560261211,1601.93876970396,456.949882712687,735.842496281992,-278.892613569305,-3661.80686705261,-278.892613569305,3382.9142534833,-40.7231530194073,103.524469067405
0,0.1,35.4986149584488,28.9473684210526,33.4,5.78947368421053,0,485.760677548524,846.842496281991,72.4062788550323,45.6140350877193,48.5909510618652,45.6140350877193,4415.99747738938,418.864019927101,0.312858696488737,0.1,0.254292400807382,1264.91147319295,2268.20023612622,779.150795644425,846.842496281991,-67.6917006375668,-3569.95002412353,-67.6917006375668,3502.25832348597,-40.7209375453632,103.524469067405
0,0.1,35.4986149584488,28.9473684210526,44.5,5.78947368421053,0,485.760677548524,957.842496281992,72.4062788550323,45.6140350877193,48.5909510618652,45.6140350877193,4537.9226097159,459.155221199837,0.313592142140495,0.1,0.25528763571662,1519.43415737305,2875.61111213542,1033.67347982452,957.842496281992,75.8309835425326,-3477.64367354269,75.8309835425327,3553.47465708522,-40.7192088648022,103.524469067405
0,0.1,35.4986149584488,28.9473684210526,55.6,5.78947368421053,0,485.760677548524,1068.84249628199,72.4062788550323,45.6140350877193,48.5909510618652,45.6140350877193,4546.88649001952,563.441315061591,0.314177551682897,0.1,0.256082004822921,1717.07304870873,3433.55785147725,1231.3123711602,1068.84249628199,162.46987487821,-3393.25475637239,162.46987487821,3555.7246312506,-40.7178290861535,103.524469067405
0,0.1,35.4986149584488,28.9473684210526,66.7,5.78947368421053,0,485.760677548524,1179.84249628199,72.4062788550323,45.6140350877193,48.5909510618652,45.6140350877193,4546.88649001952,674.44131506159,0.31465347137308,0.1,0.256727807964341,1866.12230573642,3949.25275784491,1380.3616281879,1179.84249628199,200.519131905906,-3355.20549934469,200.519131905906,3555.7246312506,-40.7167073633219,103.524469067405
0,0.1,35.4986149584488,28.9473684210526,77.8,5.78947368421053,0,485.760677548524,1290.84249628199,72.4062788550323,45.6140350877193,48.5909510618652,45.6140350877193,4546.88649001952,785.441315061591,0.315046285212698,0.1,0.25726084388765,1973.1035878822,4428.3668339059,1487.34291033368,1290.84249628199,196.500414051684,-3359.22421719891,196.500414051684,3555.7246312506,-40.7157815135589,103.524469067405
0,0.1,35.4986149584488,28.9473684210526,88.9,5.78947368421053,0,485.760677548524,1401.84249628199,72.4062788550323,45.6140350877193,48.5909510618652,45.6140350877193,4546.88649001952,896.441315061591,0.00678770944448525,0,0.00918389917545132,2023.27655551287,4850.6738472231,1537.51587796434,1401.84249628199,135.67338168235,-3420.05124956825,135.67338168235,3555.7246312506,-41.2721170340394,103.524469067405
0,0.1,35.4986149584488,28.9473684210526,100,5.78947368421053,0,485.760677548524,1512.84249628199,72.4062788550323,45.6140350877193,48.5909510618652,45.6140350877193,4546.88649001952,1007.44131506159,0.00708086336584059,0,0.00958056574499012,2061.1236329353,5269.67124458671,1575.36295538678,1512.84249628199,62.5204591047839,-3493.20417214581,62.5204591047836,3555.7246312506,-41.2714272135485,103.524469067405
0,11.2,35.4986149584488,28.9473684210526,0.1,5.78947368421053,0,1025.64968908648,1012.74016858957,72.4062788550323,45.6140350877193,48.5909510618652,45.6140350877193,3858.2658917703,341.584531985807,27.2030314739376,11.2,21.2356601922445,2339.41658847344,2893.60904214704,1313.76689938696,1012.74016858957,301.026730797388,-1860.43383528267,301.026730797388,2161.46056608005,7.15060302352277,103.524469067405
0,11.2,35.4986149584488,28.9473684210526,11.2,5.78947368421053,0,1025.64968908648,1123.74016858957,72.4062788550323,45.6140350877193,48.5909510618652,45.6140350877193,4226.03788786862,378.362204952384,27.2030394823545,11.2,21.2356748090056,2733.06286827201,3621.99710927957,1707.41317918553,1123.74016858957,583.673010595962,-1871.33722454899,583.673010595962,2455.01023514495,7.15062564870073,103.524469067405
0,11.2,35.4986149584488,28.9473684210526,22.3,5.78947368421053,0,1025.64968908648,1234.74016858957,72.4062788550323,45.6140350877193,48.5909510618652,45.6140350877193,4452.76992147463,410.399552086493,27.2030456774017,11.2,21.2356861160529,3048.9313357879,4282.75229667747,2023.28164670143,1234.74016858957,788.541478111854,-1814.23813777322,788.541478111854,2602.77961588507,7.15064315079523,103.524469067405
