species,family,geog_range,movement_keyword,demers_pelag,length,common_name,kfin,r_fin,diet_troph3,Class,pred_50,pred_05,pred_95,pred_25,pred_75,observed_homerange,predicted_homerange,predicted_pld,observed_pld,home_range,pld,magnitude_homerange,month_pld,class,class2,class3,spec_code,genus,order,ocean,basin,food_i,food_mode,temp_min,temp_max,climate,body_shape_i,temp_cons,sp_richness,circadian,dev_place,longevity_wild,temp_preferred,fecundity_mean,oxygen_cons,temp_range,iucn_category,fb_name
Monotaxis grandoculis,Lethrinidae,11135000,habitat_reef,reef-associated,60,NA,113.77294246688996,0.551484374,3.37,Actinopteri,0.060991803,0.060991803,23.365656041388775,0.020686774,0.568260947,NA,0.14672974764179492,30.82227146507932,33.3,0.14672974764179492,33.3,-1,2,4,5: mid/mid,5,1869,Monotaxis,Eupercaria/misc,"Indian Ocean, Mediterranean and Black Sea, Pacific",Both,zoobenthos,specialist,NA,NA,"subtropical, temperate, tropical",fusiform / normal,NA,41,NA,NA,19,28,80875,NA,NA,LC,Humpnose big-eye bream
Mora moro,Moridae,56435000,deep,bathypelagic,80,NA,10677.45905092554,0.146467431,3.7812156723076455,Actinopteri,5.55,5.55,91381.99999999996,0.025016,23.228980814668287,NA,1.116055014930204,53.38755738095234,NA,1.116055014930204,53.38755738095234,0,2,4,5: mid/mid,5,1734,Mora,Gadiformes,"Atlantic, Indian Ocean, Mediterranean and Black Sea, Pacific",Both,"nekton, zoobenthos",generalist,NA,NA,"subtropical, temperate, tropical",fusiform / normal,NA,108,NA,planktonic,23,24,2885045.223853211,NA,NA,LC,Common mora
Morone saxatilis,Moronidae,565000,habitat_coastal,demersal,200,striped bass,27392.26209916924,0.255328822,4.65,Actinopteri,0.75925,0.75925,69.37218462755803,0.022602017,7.780000000000001,7.78,0.916827714,41.47444718412697,33,7.78,33,0,2,4,5: mid/mid,5,353,Morone,Eupercaria/misc,"Atlantic, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,8,25,"boreal, subtropical, temperate, tropical",fusiform / normal,16.931818181818183,6,NA,NA,30,20,2885045.223853211,359.13948579545456,17,LC,Striped bass
Mugil cephalus,Mugilidae,15862500,habitat_coastal,benthopelagic,100,NA,609274.3720338052,0.277257899,2.5951448585159422,Actinopteri,8.5,8.5,138546.91770612105,0.027348309,39.830000000000005,NA,4.908737055270272,53.812282781746006,NA,4.908737055270272,53.812282781746006,0,2,4,5: mid/mid,5,785,Mugil,Mugiliformes,"Atlantic, Indian Ocean, Mediterranean and Black Sea, Pacific",Both,"detritus, plants, zoobenthos, zooplankton",generalist,8,24,"subtropical, temperate, tropical",fusiform / normal,21.178947368421053,78,diurnal,planktonic,16,26,2885045.223853211,200.32789486842103,16,LC,Flathead grey mullet
Mugil curema,Mugilidae,5337500,habitat_coastal,reef-associated,91,NA,5777.702193166262,0.519755415,2.01,Actinopteri,0.027348309,0.027348309,5.523838677318461,0.020686774,0.3026,NA,0.086875945,36.11530305,NA,0.086875945,36.11530305,-2,2,2,2: low/mid,2,1086,Mugil,Mugiliformes,"Atlantic, Pacific",Both,"detritus, nekton, others, plants, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, temperate, tropical",fusiform / normal,20,78,NA,planktonic,16,25.5,2885045.223853211,289.15,16,LC,White mullet
Mugil liza,Mugilidae,2622500,migratory,demersal,80,NA,12098.991191203795,0.477722143,2.1468661257442747,Actinopteri,0.19055338692839024,0.19055338692839024,69.37218462755803,0.025016,0.6311420130977999,NA,0.2129086451851959,35.17740677222225,NA,0.2129086451851959,35.17740677222225,-1,2,4,5: mid/mid,5,1090,Mugil,Mugiliformes,Atlantic,West,"detritus, plants",generalist,NA,NA,"subtropical, temperate, tropical",fusiform / normal,NA,78,NA,planktonic,16,25,2885045.223853211,212.44000011363636,16,DD,Lebranche mullet
Mulloidichthys flavolineatus,Mullidae,11047500,habitat_reef,reef-associated,43,white goatfish,351.5035609914876,0.798341841,3.84,Actinopteri,0.060991803,0.060991803,42.102493055442615,0.0013065,0.4193772781428161,0.0054,0.115551289,43.07198643174596,60.1,0.0054,60.1,-3,3,7,3: mid/high,3,5983,Mulloidichthys,Mulliformes,"Atlantic, Indian Ocean, Pacific",Both,"nekton, zoobenthos",generalist,NA,NA,"subtropical, temperate, tropical",fusiform / normal,NA,97,NA,planktonic,7.333333333333333,27,2885045.223853211,NA,3,LC,Yellowstripe goatfish
Mullus argentinae,Mullidae,310000,habitat_benthic,demersal,30,NA,600.9696229968476,0.776864557,3.501041464325353,Actinopteri,8.129999999999997e-6,8.129999999999997e-6,0.4193772781428161,6.45e-6,0.003297,NA,1.2124825643722286e-4,46.10149565873008,NA,1.2124825643722286e-4,46.10149565873008,-4,2,2,2: low/mid,2,14063,Mullus,Mulliformes,Atlantic,West,"zoobenthos, zooplankton",generalist,NA,NA,"subtropical, temperate, tropical",fusiform / normal,NA,97,NA,planktonic,11,19,2885045.223853211,NA,3,NA,Argentine goatfish
Mullus barbatus,Mullidae,727500,habitat_benthic,demersal,38.20000076293945,NA,3400.6033922456145,0.68,3.14,Actinopteri,0.22200604639980337,0.22200604639980337,0.77,0.021204,0.4193772781428161,NA,0.11460845038513638,43.897142407142816,NA,0.11460845038513638,43.897142407142816,-1,2,4,5: mid/mid,5,790,Mullus,Mulliformes,"Atlantic, Mediterranean and Black Sea",East,"detritus, nekton, plants, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, temperate",fusiform / normal,NA,97,NA,planktonic,11,19,2885045.223853211,NA,3,LC,Red mullet
Mullus surmuletus,Mullidae,2882500,habitat_benthic,demersal,40,NA,17341.664032193712,0.656087269,3.45,Actinopteri,0.3026,0.3026,220.62499999999991,0.021891852,0.4193772781428161,NA,0.21030016926895495,42.849542984126934,30.1,0.21030016926895495,30.1,-1,2,4,5: mid/mid,5,1327,Mullus,Mulliformes,"Atlantic, Mediterranean and Black Sea",East,"detritus, nekton, plants, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, temperate",fusiform / normal,NA,97,NA,planktonic,11,19,2885045.223853211,NA,3,LC,Surmullet
Muraenesox cinereus,Muraenesocidae,6977500,sedentary,demersal,220,NA,4874752.990185187,0.409229387,4.369581509070459,Actinopteri,0.4193772781428161,0.4193772781428161,220.62499999999991,0.022602017,13.443268603212513,NA,0.13226215976588598,49.24933984444437,NA,0.13226215976588598,49.24933984444437,-1,2,4,5: mid/mid,5,298,Muraenesox,Anguilliformes,"Indian Ocean, Mediterranean and Black Sea, Pacific",Both,"nekton, zoobenthos",generalist,NA,NA,"subtropical, temperate, tropical",eel-like,NA,15,NA,planktonic,15,28,2885045.223853211,NA,NA,LC,Daggertooth pike conger
Mycteroperca microlepis,Serranidae,1780000,habitat_reef,reef-associated,145,gag,14127.232098197635,0.176804061,3.65,Actinopteri,0.020686774,0.020686774,220.62499999999991,0.0034,0.1054942533979932,0.0034,0.034978459,39.73844218,43,0.0034,43,-3,2,2,2: low/mid,2,1212,Mycteroperca,Perciformes/Serranoidei,Atlantic,West,"nekton, plants, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, temperate, tropical",fusiform / normal,NA,566,NA,planktonic,31,24,2885045.223853211,201.08333333333337,5.130434782608695,VU,Gag
Mycteroperca phenax,Serranidae,1627500,habitat_reef,reef-associated,107,NA,154.06613087272257,0.21559573,4.47,Actinopteri,0.029410133,0.029410133,24.515918583273656,0.0034,0.083667054,NA,0.019107057,33.563756800000014,NA,0.019107057,33.563756800000014,-2,2,2,2: low/mid,2,1213,Mycteroperca,Perciformes/Serranoidei,Atlantic,Both,nekton,specialist,NA,NA,"subtropical, temperate, tropical",fusiform / normal,NA,566,NA,planktonic,21,22,2885045.223853211,201.08333333333337,5.130434782608695,DD,Scamp
Naso unicornis,Acanthuridae,11817500,habitat_reef,reef-associated,70,bluespine unicornfish,2152.0863835424575,0.337334043,2.305631510267573,Actinopteri,0.027348309,0.027348309,39.830000000000005,0.025016,0.2750454507895013,0.027348309,0.10359395443178618,54.18047183730174,73.9,0.027348309,73.9,-2,3,7,3: mid/high,3,1265,Naso,Acanthuriformes,"Indian Ocean, Pacific",Both,"plants, zooplankton",generalist,26,29,"subtropical, temperate, tropical",short and / or deep,NA,84,diurnal,planktonic,54.5,28,2885045.223853211,NA,3,LC,Bluespine unicornfish
Naucrates ductor,Carangidae,23690000,pelagic oceanic,reef-associated,70,NA,67.96813996069108,1.064734154,3.463684903261048,Actinopteri,5.55,5.55,91381.99999999996,0.027348309,24.632494545075147,NA,1.2773640105183544,32.494170987301565,NA,1.2773640105183544,32.494170987301565,0,2,4,5: mid/mid,5,998,Naucrates,Carangiformes,"Atlantic, Indian Ocean, Mediterranean and Black Sea, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"boreal, subtropical, temperate, tropical",fusiform / normal,23,147,NA,planktonic,20.363636363636363,24.645833333333332,2885045.223853211,7350.46,5.222222222222222,LC,Pilotfish
Nematalosa nasus,Clupeidae,3562500,habitat_coastal,pelagic neritic,25.5,NA,1490.2736895401838,1.124180083,2.342988071331879,Actinopteri,0.020686774,0.020686774,4.477796391772314,8.129999999999997e-6,0.21833765948249895,NA,0.002877771,42.24166690000002,NA,0.002877771,42.24166690000002,-3,2,2,2: low/mid,2,1616,Nematalosa,Clupeiformes,"Indian Ocean, Pacific",Both,"detritus, others, plants, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, temperate, tropical",fusiform / normal,NA,190,NA,planktonic,8.566666669315762,25,2885045.223853211,576.7602106451614,10,LC,Bloch's gizzard shad
Nemipterus japonicus,Nemipteridae,7565000,habitat_benthic,demersal,34,NA,31278.90158085718,1.261848147,4.1267638621524725,Actinopteri,6.039999999999998e-4,6.039999999999998e-4,4.17,8.129999999999997e-6,0.021204,NA,8.701277616976727e-4,60.80191857936505,NA,8.701277616976727e-4,60.80191857936505,-4,3,7,3: mid/high,3,4559,Nemipterus,Eupercaria/misc,"Indian Ocean, Mediterranean and Black Sea, Pacific",Both,"detritus, nekton, zoobenthos",generalist,NA,NA,"subtropical, temperate, tropical",fusiform / normal,NA,70,NA,planktonic,8,28,44818,417.300005,NA,LC,Japanese threadfin bream
Nemipterus virgatus,Nemipteridae,5732500,habitat_benthic,demersal,35,NA,22906.758694145225,0.957144758,4.005355038693479,Actinopteri,0.017712,0.017712,4.17,3.595219047568588e-4,0.32,NA,0.011676788,50.12843893492057,NA,0.011676788,50.12843893492057,-2,2,2,2: low/mid,2,396,Nemipterus,Eupercaria/misc,"Indian Ocean, Pacific",Both,"nekton, zoobenthos",generalist,NA,NA,"subtropical, temperate, tropical",fusiform / normal,NA,70,NA,planktonic,5.5,27,2885045.223853211,417.300005,NA,VU,Golden threadfin bream
Normanichthys crockeri,Normanichthyidae,267500,habitat_coastal,demersal,11,NA,260047.47537172944,0.459478193,2.8473016457000053,Actinopteri,8.129999999999997e-6,8.129999999999997e-6,3.75,6.45e-6,0.025016,NA,2.464075623740995e-4,38.20124219,NA,2.464075623740995e-4,38.20124219,-4,2,2,2: low/mid,2,4313,Normanichthys,Perciformes/Scorpaenoidei,Pacific,East,"nekton, plants, zooplankton",generalist,NA,NA,"subtropical, temperate, tropical",fusiform / normal,NA,1,NA,NA,NA,17,2885045.223853211,NA,NA,NA,Mote sculpin
Ocyurus chrysurus,Lutjanidae,2962500,habitat_reef,reef-associated,86.30000305175781,yellowtail snapper,106024.54373527516,0.47392585,4.03,Actinopteri,0.3026,0.3026,4.290933142433053,0.022602017,4.17,4.17,0.5136343456256071,31.80770614761902,30.9,4.17,30.9,0,2,4,5: mid/mid,5,188,Ocyurus,Eupercaria/misc,Atlantic,West,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, temperate, tropical",fusiform / normal,NA,113,nocturnal,planktonic,14,26,2885045.223853211,213.978125,9.5,DD,Yellowtail snapper
Oncorhynchus gorbuscha,Salmonidae,3357500,migratory,demersal,76,NA,5986072.753663547,0.491520221,4.49,Actinopteri,0.048,0.048,77.88114115541597,0.019379506,0.75925,NA,0.075125431,40.92840120634919,NA,0.075125431,40.92840120634919,-2,2,2,2: low/mid,2,240,Oncorhynchus,Salmoniformes,"Arctic Ocean, Atlantic, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,NA,21,"boreal, polar, subtropical, temperate, tropical",fusiform / normal,15,226,NA,non-planktonic,3,3,2885045.223853211,1188.09998,20.249999872843432,NA,Pink salmon
Oncorhynchus keta,Salmonidae,2395000,migratory,benthopelagic,100,NA,1232214.4678815864,0.332235885,3.74,Actinopteri,0.04451615,0.04451615,69.37218462755803,0.021891852,0.5246496420113842,NA,0.065624152,60.558571438888904,NA,0.065624152,60.558571438888904,-2,3,7,3: mid/high,3,241,Oncorhynchus,Salmoniformes,"Arctic Ocean, Atlantic, Pacific",Both,"nekton, plants, zoobenthos, zooplankton",generalist,0,23.70000076,"boreal, polar, subtropical, temperate, tropical",fusiform / normal,NA,226,NA,non-planktonic,7,4,2885045.223853211,244.06371821589207,23.70000076,NA,Chum salmon
Oncorhynchus kisutch,Salmonidae,2657500,migratory,pelagic oceanic,107.9499969482422,NA,180864.23201604743,0.52822829,4.182798704,Actinopteri,0.04451615,0.04451615,69.37218462755803,0.017712,0.5246496420113842,NA,0.079500729,35.218166544444415,NA,0.079500729,35.218166544444415,-2,2,2,2: low/mid,2,245,Oncorhynchus,Salmoniformes,"Arctic Ocean, Atlantic, Pacific",Both,"nekton, others, zoobenthos, zooplankton",generalist,0,24.79999924,"boreal, polar, subtropical, temperate, tropical",fusiform / normal,14.007142857142856,226,nocturnal,non-planktonic,5,3,2885045.223853211,829.4285714285714,24.79999924,NA,Coho salmon
Oncorhynchus masou,Salmonidae,1050000,migratory,benthopelagic,79,NA,11650.483606557376,0.488,3.641128568316499,Actinopteri,0.048,0.048,69.37218462755803,0.020686774,0.4193772781428161,NA,0.1392998238101327,29.129494435714292,NA,0.1392998238101327,29.129494435714292,-1,1,5,1: mid/low,1,242,Oncorhynchus,Salmoniformes,Pacific,West,"nekton, others, zoobenthos, zooplankton",generalist,NA,NA,"boreal, subtropical, temperate",fusiform / normal,NA,226,NA,non-planktonic,7.5,6,2885045.223853211,244.06371821589207,20.249999872843432,EN,Masu salmon
Oncorhynchus nerka,Salmonidae,1905000,migratory,pelagic oceanic,84,NA,1750038.607698542,0.343342144,3.54,Actinopteri,0.19055338692839024,0.19055338692839024,69.37218462755803,0.029410133,0.75925,NA,0.10657833147155853,50.14816212142859,NA,0.10657833147155853,50.14816212142859,-1,2,4,5: mid/mid,5,243,Oncorhynchus,Salmoniformes,"Arctic Ocean, Indian Ocean, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,0,24.89999962,"boreal, polar, subtropical, temperate",fusiform / normal,14.08279569892473,226,nocturnal,non-planktonic,8,3,2885045.223853211,273.01440806451615,24.89999962,LC,Sockeye salmon
Oncorhynchus tshawytscha,Salmonidae,2962500,migratory,benthopelagic,150,NA,78870.36652399682,0.491520221,4.4,Actinopteri,0.32,0.32,220.62499999999991,0.021204,24.632494545075147,NA,0.31459610697031803,33.713376755555544,NA,0.31459610697031803,33.713376755555544,-1,2,4,5: mid/mid,5,244,Oncorhynchus,Salmoniformes,"Arctic Ocean, Pacific",Both,"nekton, others, zoobenthos, zooplankton",generalist,0,24.89999962,"boreal, polar, subtropical, temperate, tropical",fusiform / normal,16,226,NA,non-planktonic,9,4,2885045.223853211,172,24.89999962,NA,Chinook salmon
Ophiodon elongatus,Hexagrammidae,722500,migratory,demersal,152,lingcod,37899.04790987769,0.142917331,4.53,Actinopteri,0.025016,0.025016,126.75507270450656,0.0017922,0.75925,0.0017922,0.024563321,44.06271512222218,NA,0.0017922,44.06271512222218,-3,2,2,2: low/mid,2,509,Ophiodon,Perciformes/Cottoidei,Pacific,East,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"boreal, subtropical, temperate",elongated,12.18125,9,NA,planktonic,25,10,2885045.223853211,41.566875,NA,NA,Lingcod
Opisthonema libertate,Clupeidae,520000,habitat_coastal,pelagic neritic,30,NA,579556.2461301138,0.701094271,2.9780496094250744,Actinopteri,0.020686774,0.020686774,9.682782451303618,8.129999999999997e-6,0.21833765948249895,NA,0.00233177,44.34066233492065,NA,0.00233177,44.34066233492065,-3,2,2,2: low/mid,2,1484,Opisthonema,Clupeiformes,Pacific,East,"plants, zooplankton",generalist,NA,NA,"subtropical, temperate, tropical",fusiform / normal,NA,190,NA,planktonic,8.566666669315762,27,2885045.223853211,576.7602106451614,13.575,LC,Pacific thread herring
Opisthonema oglinum,Clupeidae,2765000,habitat_coastal,reef-associated,38,NA,38353.45049008253,1.026959074,4.5,Actinopteri,0.021204,0.021204,220.62499999999991,0.0013065,0.4193772781428161,NA,0.077360976,37.04247057301589,NA,0.077360976,37.04247057301589,-2,2,2,2: low/mid,2,1486,Opisthonema,Clupeiformes,Atlantic,West,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, temperate, tropical",fusiform / normal,NA,190,NA,planktonic,8.566666669315762,25,2885045.223853211,576.7602106451614,13.575,LC,Atlantic thread herring
Orcynopsis unicolor,Scombridae,2472500,hms,pelagic neritic,130,NA,3446.1579200096567,0.596518223,4.481651192263376,Actinopteri,0.048,0.048,220.62499999999991,0.004257833,7.780000000000001,NA,0.15519273405253792,24.001780333333336,NA,0.15519273405253792,24.001780333333336,-1,1,5,1: mid/low,1,108,Orcynopsis,Scombriformes,"Atlantic, Mediterranean and Black Sea",East,nekton,specialist,NA,NA,"subtropical, temperate",fusiform / normal,NA,54,NA,planktonic,12.33529416252585,19,2885045.223853211,524.3454545454546,13.476923062251169,LC,Plain bonito
Osmerus eperlanus,Osmeridae,1180000,habitat_coastal,pelagic neritic,45,NA,203386.20593453397,0.094547828,3.5103806402174227,Actinopteri,0.21833765948249895,0.21833765948249895,4.477796391772314,0.025016,0.364,NA,0.10550751502893288,49.01246602,NA,0.10550751502893288,49.01246602,-1,2,4,5: mid/mid,5,1334,Osmerus,Osmeriformes,"Atlantic, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"boreal, polar, subtropical, temperate",elongated,NA,15,NA,planktonic,10,10,2885045.223853211,NA,12.3,LC,European smelt
Osmerus mordax,Osmeridae,6640000,habitat_coastal,pelagic oceanic,35.599998474121094,NA,48591.98410305448,0.087755132,3,Actinopteri,0.22200604639980337,0.22200604639980337,9.919689167316458,0.025016,0.4690694392574911,NA,0.11318234967687064,55.811819386507935,NA,0.11318234967687064,55.811819386507935,-1,2,4,5: mid/mid,5,253,Osmerus,Osmeriformes,"Arctic Ocean, Atlantic, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,6,18.3,"boreal, polar, subtropical, temperate",elongated,NA,15,NA,planktonic,7,2,2885045.223853211,NA,12.3,LC,Rainbow smelt
Otolithes ruber,Sciaenidae,8637500,habitat_coastal,benthopelagic,90,NA,75651.61393967202,0.865438668,3.6,Actinopteri,0.19055338692839024,0.19055338692839024,69.37218462755803,0.014020895,0.4193772781428161,NA,0.13283287200839158,40.453488271428576,NA,0.13283287200839158,40.453488271428576,-1,2,4,5: mid/mid,5,4824,Otolithes,Eupercaria/misc,"Indian Ocean, Pacific",Both,zoobenthos,specialist,26,29,"subtropical, tropical",fusiform / normal,NA,286,NA,NA,5,27,2885045.223853211,525.6001112222223,3,LC,Tigertooth croaker
Pagellus acarne,Sparidae,2185000,habitat_reef,benthopelagic,36,NA,12714.685683513932,0.478222754,3.81,Actinopteri,0.22200604639980337,0.22200604639980337,0.9020794292845156,0.060991803,0.39070875245377473,NA,0.12434953557503002,28.377310530158734,NA,0.12434953557503002,28.377310530158734,-1,1,5,1: mid/low,1,889,Pagellus,Eupercaria/misc,"Atlantic, Mediterranean and Black Sea",East,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, temperate",fusiform / normal,NA,158,NA,planktonic,15,19,2885045.223853211,198.55641025641023,8,LC,Axillary seabream
Pagellus bellottii,Sparidae,717500,habitat_reef,demersal,42,NA,22277.507524003337,0.677967137,3.641128568316499,Actinopteri,0.22200604639980337,0.22200604639980337,69.37218462755803,0.021204,0.4193772781428161,NA,0.16246440094731937,31.487906915873022,NA,0.16246440094731937,31.487906915873022,-1,2,4,5: mid/mid,5,436,Pagellus,Eupercaria/misc,"Atlantic, Mediterranean and Black Sea",East,zoobenthos,specialist,NA,NA,"subtropical, tropical",fusiform / normal,NA,158,NA,planktonic,15,25,2885045.223853211,198.55641025641023,8,LC,Red pandora
Pagellus bogaraveo,Sparidae,2387500,habitat_reef,benthopelagic,70,NA,14240.124728955876,0.317996793,4.21,Actinopteri,0.048,0.048,220.62499999999991,0.025016,0.2750454507895013,NA,0.072787474,36.75082099206351,NA,0.072787474,36.75082099206351,-2,2,2,2: low/mid,2,890,Pagellus,Eupercaria/misc,"Atlantic, Mediterranean and Black Sea",East,"nekton, plants, zoobenthos, zooplankton",generalist,NA,NA,"boreal, polar, subtropical, temperate",fusiform / normal,NA,158,NA,planktonic,15,20.25,2885045.223853211,198.55641025641023,8,NT,Blackspot seabream
Pagellus erythrinus,Sparidae,2127500,habitat_reef,benthopelagic,60,NA,19205.769084466792,0.467310419,3.48,Actinopteri,0.22200604639980337,0.22200604639980337,4.980503951544005,0.023778395,0.4193772781428161,NA,0.21580173269380645,28.184067412698425,NA,0.21580173269380645,28.184067412698425,-1,1,5,1: mid/low,1,893,Pagellus,Eupercaria/misc,"Atlantic, Mediterranean and Black Sea",East,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, temperate, tropical",fusiform / normal,NA,158,NA,planktonic,15,19,2885045.223853211,198.55641025641023,8,LC,Common pandora
Pagrus auratus,Sparidae,1832500,habitat_reef,reef-associated,130,silver seabream,308915.0835908572,0.212995064,3.59,Actinopteri,0.029410133,0.029410133,69.37218462755803,0.014020895,0.04451615,0.040637322,0.025840689,35.63772344,NA,0.040637322,35.63772344,-2,2,2,2: low/mid,2,6426,Pagrus,Eupercaria/misc,"Indian Ocean, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, temperate, tropical",short and / or deep,NA,158,NA,planktonic,54,25,2885045.223853211,198.55641025641023,8,LC,Silver seabream
Pagrus major,Sparidae,1235000,habitat_reef,demersal,100,NA,27715.417406655444,0.388831741,4.46,Actinopteri,0.022602017,0.022602017,8.679299056797712,0.004257833,0.14583699999999997,NA,0.041137994,38.11122101904764,47,0.041137994,47,-2,2,2,2: low/mid,2,445,Pagrus,Eupercaria/misc,"Mediterranean and Black Sea, Pacific",West,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, temperate, tropical",fusiform / normal,NA,158,NA,planktonic,54,24.25,2885045.223853211,198.55641025641023,8,LC,Red seabream
Pagrus pagrus,Sparidae,5512500,habitat_reef,benthopelagic,91,red porgy,69501.76972717891,0.393674465,3.86,Actinopteri,0.3026,0.3026,4.477796391772314,0.046225266,0.364,0.3026,0.2518505608232295,37.65994697,38,0.3026,38,-1,2,4,5: mid/mid,5,1756,Pagrus,Eupercaria/misc,"Atlantic, Mediterranean and Black Sea",Both,"nekton, zoobenthos",generalist,NA,NA,"subtropical, temperate, tropical",fusiform / normal,NA,158,NA,planktonic,54,24,2885045.223853211,198.55641025641023,8,LC,Red porgy
Pampus argenteus,Stromateidae,7610000,habitat_coastal,benthopelagic,60,NA,220639.92650773033,0.666219294,3.3,Actinopteri,0.3026,0.3026,69.37218462755803,0.022602017,0.77,NA,0.2360158991397481,34.60759368809522,NA,0.2360158991397481,34.60759368809522,-1,2,4,5: mid/mid,5,491,Pampus,Scombriformes,"Atlantic, Indian Ocean, Mediterranean and Black Sea, Pacific",Both,"nekton, plants, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, temperate, tropical",short and / or deep,NA,17,NA,planktonic,7,25,44650,NA,NA,VU,Silver pomfret
Paralabrax humeralis,Serranidae,862500,habitat_benthic,benthopelagic,54.5,NA,36474.703729053705,0.274989376,4.12,Actinopteri,0.04451615,0.04451615,4.17,0.003348104,0.364,NA,0.041406828,55.59137529999997,NA,0.041406828,55.59137529999997,-2,2,2,2: low/mid,2,352,Paralabrax,Perciformes/Serranoidei,Pacific,East,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, temperate, tropical",fusiform / normal,NA,566,NA,planktonic,28.333333333333332,26,2885045.223853211,201.08333333333337,5.130434782608695,DD,Peruvian rock seabass
Paralichthys californicus,Paralichthyidae,375000,habitat_benthic,demersal,152,NA,215.86776109267043,0.686346119,4.481651192263376,Actinopteri,0.021204,0.021204,220.62499999999991,0.0013065,0.75925,NA,0.027152375,43.34156000952379,NA,0.027152375,43.34156000952379,-2,2,2,2: low/mid,2,4228,Paralichthys,Pleuronectiformes,Pacific,East,nekton,specialist,NA,NA,"subtropical, temperate",short and / or deep,NA,65,diurnal,NA,30,19,2885045.223853211,NA,NA,LC,California flounder
Paralichthys dentatus,Paralichthyidae,360000,habitat_benthic,demersal,94,NA,19381.14190323905,1.335834603,4.49,Actinopteri,0.0034,0.0034,220.62499999999991,0.00123027,0.046225266,NA,0.016257591,67.46486722222225,102.77,0.016257591,102.77,-2,4,9,4: mid/veryhigh,4,1338,Paralichthys,Pleuronectiformes,Atlantic,West,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, temperate",short and / or deep,NA,65,NA,NA,9,13,2325500,NA,NA,LC,Summer flounder
Paralichthys olivaceus,Paralichthyidae,1642500,habitat_benthic,demersal,103,bastard halibut,5662.614177373468,0.873733883,4.46,Actinopteri,0.021204,0.021204,220.62499999999991,0.003348104,0.3412916641232247,1.49e-5,0.044998977,48.44559799206347,NA,1.49e-5,48.44559799206347,-5,2,8,2: low/mid,2,1351,Paralichthys,Pleuronectiformes,Pacific,West,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"boreal, subtropical, temperate, tropical",fusiform / normal,NA,65,NA,NA,15.666666666666666,20,2885045.223853211,NA,NA,NA,Bastard halibut
Paralonchurus peruanus,Sciaenidae,150000,habitat_coastal,demersal,51,NA,21622.185476739018,0.624615121,2.17,Actinopteri,0.003297,0.003297,69.37218462755803,6.45e-6,0.22200604639980337,NA,0.003354965,36.80690002380957,NA,0.003354965,36.80690002380957,-3,2,2,2: low/mid,2,424,Paralonchurus,Eupercaria/misc,Pacific,East,"detritus, plants, zoobenthos",generalist,NA,NA,"subtropical, temperate, tropical",fusiform / normal,NA,286,NA,NA,15.226086958594944,21,2885045.223853211,525.6001112222223,7.125,LC,Peruvian banded croaker
Parapercis colias,Pinguipedidae,465000,habitat_coastal,demersal,45,NA,11421.445123492516,0.447064618,3.89,Actinopteri,0.22200604639980337,0.22200604639980337,4.17,0.020686774,0.4193772781428161,NA,0.1398417405028883,29.04782739523812,NA,0.1398417405028883,29.04782739523812,-1,1,5,1: mid/low,1,464,Parapercis,Perciformes/Uranoscopoidei,Pacific,West,NA,specialist,NA,NA,"subtropical, temperate",elongated,NA,92,NA,planktonic,17,13,2885045.223853211,NA,NA,LC,New Zealand blue cod
Parastromateus niger,Carangidae,11080000,habitat_coastal,reef-associated,75,NA,170627.18396386117,1.069770735,3.0154062328348674,Actinopteri,0.3026,0.3026,220.62499999999991,0.019379506,8.5,NA,0.289814313,39.035292897619065,NA,0.289814313,39.035292897619065,-1,2,4,5: mid/mid,5,1947,Parastromateus,Carangiformes,"Indian Ocean, Pacific",Both,"plants, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, temperate, tropical",short and / or deep,NA,147,nocturnal,planktonic,20.363636363636363,27,2885045.223853211,6715.0254549090905,5.222222222222222,LC,Black pomfret
