species,family,geog_range,movement_keyword,demers_pelag,length,common_name,kfin,r_fin,diet_troph3,Class,pred_50,pred_05,pred_95,pred_25,pred_75,observed_homerange,predicted_homerange,predicted_pld,observed_pld,home_range,pld,magnitude_homerange,month_pld,class,class2,class3,spec_code,genus,order,ocean,basin,food_i,food_mode,temp_min,temp_max,climate,body_shape_i,temp_cons,sp_richness,circadian,dev_place,longevity_wild,temp_preferred,fecundity_mean,oxygen_cons,temp_range,iucn_category,fb_name
Ablennes hians,Belonidae,10402500,habitat_coastal,reef-associated,140,NA,38.098345310676514,0.580917618,4.481651192263376,Actinopteri,0.029410133,0.029410133,220.62499999999991,0.0013065,8.5,NA,0.1687127128158369,29.974058288888887,NA,0.168712713,29.97405829,-1,1,5,1: mid/low,1,972,Ablennes,Beloniformes,"Atlantic, Indian Ocean, Pacific",Both,nekton,specialist,NA,NA,"subtropical, temperate, tropical",elongated,NA,47,NA,planktonic,NA,27,2885045.223853211,NA,4,LC,Flat needlefish
Acanthistius brasilianus,Serranidae,772500,habitat_benthic,benthopelagic,60,NA,43325.50972401451,0.392822614,4.024033319225632,Actinopteri,0.04451615,0.04451615,4.17,0.003348104,0.4690694392574911,NA,0.0914397,53.1847708,NA,0.0914397,53.1847708,-2,2,2,2: low/mid,2,351,Acanthistius,Perciformes/Serranoidei,Atlantic,West,"nekton, zoobenthos",generalist,NA,NA,"subtropical, temperate, tropical",fusiform / normal,NA,566,NA,planktonic,26.655172413793103,15,2885045.223853211,201.08333333333337,5.130434782608695,DD,Argentine seabass
Acanthocybium solandri,Scombridae,193442500,pelagic oceanic,pelagic oceanic,250,NA,23280.69490597547,0.522684226,4.26,Actinopteri,24.632494545075147,24.632494545075147,537466.5429127541,5.55,91381.99999999996,NA,390.1929521,42.09190100634919,NA,390.1929521,42.09190100634919,2,2,6,6: high/mid,6,89,Acanthocybium,Scombriformes,"Atlantic, Indian Ocean, Mediterranean and Black Sea, Pacific",Both,"nekton, plants, zoobenthos",generalist,NA,NA,"subtropical, temperate, tropical",elongated,NA,54,NA,planktonic,12.33529416252585,27,2885045.223853211,524.3454545454546,13.476923062251169,LC,Wahoo
Acanthopagrus berda,Sparidae,6690000,habitat_coastal,demersal,90,NA,141.20340086105253,0.547748847,3.547737165655735,Actinopteri,0.21833765948249895,0.21833765948249895,8.5,0.022602017,0.4193772781428161,NA,0.1228902722388476,30.20546959682537,NA,0.1228902722388476,30.20546959682537,-1,2,4,5: mid/mid,5,5526,Acanthopagrus,Eupercaria/misc,"Atlantic, Indian Ocean",Both,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, temperate, tropical",short and / or deep,NA,158,NA,planktonic,14,26,2885045.223853211,197.78571428571428,8,LC,Goldsilk seabream
Acanthopagrus bifasciatus,Sparidae,815000,habitat_reef,reef-associated,36.20000076293945,NA,1089.812243940583,0.48670769,3.4450066227288945,Actinopteri,0.32,0.32,0.77,0.060991803,0.4193772781428161,NA,0.14317304142174803,24.71560292698412,NA,0.14317304142174803,24.71560292698412,-1,1,5,1: mid/low,1,4543,Acanthopagrus,Eupercaria/misc,"Indian Ocean, Mediterranean and Black Sea",Both,zoobenthos,specialist,NA,NA,"subtropical, tropical",fusiform / normal,NA,158,NA,planktonic,19,26,2885045.223853211,197.78571428571428,8,LC,Twobar seabream
Acanthopagrus latus,Sparidae,4432500,habitat_coastal,demersal,40,yellowfin seabream,3432.6538454980846,0.418755885,3.8652679347023327,Actinopteri,0.3026,0.3026,4.17,0.2039729896540415,0.4193772781428161,0.146,0.19719700897123013,30.96860769841268,33.7,0.146,33.7,-1,2,4,5: mid/mid,5,6356,Acanthopagrus,Eupercaria/misc,Pacific,West,"nekton, zoobenthos",generalist,NA,NA,"subtropical, temperate, tropical",short and / or deep,NA,158,NA,planktonic,19,27,1811434,197.78571428571428,8,DD,Yellowfin seabream
Acanthopagrus schlegelii,Sparidae,675000,habitat_coastal,demersal,50,blackhead seabream,2274.0732148467905,0.44458551,3.3049195276442473,Actinopteri,0.32,0.32,0.9020794292845156,0.029410133,0.4193772781428161,0.364,0.2436106960414072,29.51947320079364,NA,0.364,29.51947320079364,-1,1,5,1: mid/low,1,6531,Acanthopagrus,Eupercaria/misc,Pacific,West,"nekton, plants, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, temperate, tropical",short and / or deep,25,158,NA,planktonic,19,17,2885045.223853211,197.78571428571428,8,LC,Blackhead seabream
Acanthurus sohal,Acanthuridae,955000,habitat_reef,reef-associated,40,NA,202.6964938343385,0.530369312,2.1468661257442747,Actinopteri,0.060991803,0.060991803,0.77,0.020686774,0.364,NA,0.071291539,35.44937461825397,NA,0.071291539,35.44937461825397,-2,2,2,2: low/mid,2,4740,Acanthurus,Acanthuriformes,"Indian Ocean, Pacific",West,plants,specialist,24,30,"subtropical, tropical",short and / or deep,NA,84,NA,planktonic,32.42857142857143,26,2885045.223853211,NA,6,LC,Sohal surgeonfish
Acipenser transmontanus,Acipenseridae,350000,habitat_coastal,demersal,610,NA,3863.4215497305504,0.08634626,3.25,Actinopteri,0.0034,0.0034,119173.4999999999,6.039999999999998e-4,0.6311420130977999,NA,0.024084711,51.78197897063491,NA,0.024084711,51.78197897063491,-2,2,2,2: low/mid,2,2594,Acipenser,Acipenseriformes,Pacific,Both,"nekton, others, zoobenthos, zooplankton",generalist,NA,NA,"boreal, subtropical, temperate",elongated,12.5,25,NA,non-planktonic,104,10.166666666666666,2885045.223853211,63.689,13.314999872843416,LC,White sturgeon
Aethaloperca rogaa,Serranidae,10922500,habitat_reef,reef-associated,60,NA,161.7523983,0.392822614,4.201476984281084,Actinopteri,0.027348309,0.027348309,39.830000000000005,0.00123027,0.2750454507895013,NA,0.033364356,29.611585277777777,NA,0.033364356,29.611585277777777,-2,1,5,1: mid/low,1,6441,Aethaloperca,Perciformes/Serranoidei,"Indian Ocean, Pacific",Both,"nekton, zoobenthos",generalist,NA,NA,"subtropical, temperate, tropical",short and / or deep,NA,566,NA,NA,26.655172413793103,27,2885045.223853211,201.08333333333337,5.130434782608695,LC,Redmouth grouper
Albula vulpes,Albulidae,1525000,habitat_lagoon,reef-associated,104,bonefish,847.2094177679169,0.463332904,3.73,Actinopteri,0.029410133,0.029410133,69.37218462755803,0.004257833,0.3026,0.65,0.031522716,30.637625311111098,NA,0.65,30.637625311111098,-1,2,4,5: mid/mid,5,228,Albula,Albuliformes,"Atlantic, Indian Ocean, Pacific",Both,"nekton, zoobenthos",generalist,NA,NA,"subtropical, temperate, tropical",fusiform / normal,20.6,13,NA,planktonic,NA,26,2885045.223853211,290.5,NA,NT,Bonefish
Alepes djedaba,Carangidae,8030000,habitat_reef,reef-associated,40,NA,261.8920556073081,1.017167166,3.379632578520872,Actinopteri,0.19055338692839024,0.19055338692839024,69.37218462755803,0.002075459,0.32,NA,0.06382618,37.50322986031743,NA,0.06382618,37.50322986031743,-2,2,2,2: low/mid,2,1889,Alepes,Carangiformes,"Atlantic, Indian Ocean, Mediterranean and Black Sea, Pacific",Both,"detritus, nekton, zoobenthos",generalist,NA,NA,"subtropical, temperate, tropical",fusiform / normal,NA,147,NA,planktonic,20.363636363636363,27,2885045.223853211,6715.0254549090905,5.222222222222222,LC,Shrimp scad
Allocyttus niger,Oreosomatidae,2897500,habitat_deep,bathypelagic,47,NA,53915.20279050776,0.064718913,3.5664154461878876,Actinopteri,0.22200604639980337,0.22200604639980337,47.26664184283557,0.02836049,0.75925,NA,0.210035983,57.42709886666666,NA,0.210035983,57.42709886666666,-1,2,4,5: mid/mid,5,12962,Allocyttus,Zeiformes,"Indian Ocean, Pacific",Both,"nekton, plants, zoobenthos, zooplankton",generalist,NA,NA,"polar, subtropical, temperate, tropical",short and / or deep,NA,10,nocturnal,NA,100,9,2885045.223853211,NA,NA,NA,Black oreo
Allothunnus fallai,Scombridae,48347500,pelagic oceanic,pelagic oceanic,105,NA,451.36592552924174,0.596518223,3.7,Actinopteri,5.55,5.55,91381.99999999996,0.027348309,23.228980814668287,NA,1.3357684530917917,30.694307622222222,NA,1.3357684530917917,30.694307622222222,0,2,4,5: mid/mid,5,91,Allothunnus,Scombriformes,"Atlantic, Indian Ocean, Pacific",Both,"nekton, others, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, temperate, tropical",fusiform / normal,NA,54,NA,NA,12.33529416252585,24.90909090909091,2885045.223853211,524.3454545454546,13.476923062251169,LC,Slender tuna
Alosa fallax,Clupeidae,2272500,migratory,pelagic neritic,60,NA,40.65587961844853,0.806181057,4.03,Actinopteri,0.021204,0.021204,69.37218462755803,0.0013065,0.235587588,NA,0.059197155,35.560043876190505,NA,0.059197155,35.560043876190505,-2,2,2,2: low/mid,2,5355,Alosa,Clupeiformes,"Atlantic, Mediterranean and Black Sea",East,"detritus, nekton, zoobenthos, zooplankton",generalist,NA,NA,"boreal, polar, subtropical, temperate, tropical",fusiform / normal,NA,190,diurnal,planktonic,25,12.2,2885045.223853211,576.7602106451614,22,LC,Twaite shad
Alosa immaculata,Clupeidae,90000,migratory,pelagic neritic,39,NA,984.1313685,0.989034626,3.98,Actinopteri,0.0013065,0.0013065,42.102493055442615,6.45e-6,0.021204,NA,0.001199749,36.54466663015874,NA,0.001199749,36.54466663015874,-3,2,2,2: low/mid,2,105,Alosa,Clupeiformes,Mediterranean and Black Sea,NA,"nekton, zoobenthos",generalist,NA,NA,"subtropical, temperate",fusiform / normal,NA,190,NA,planktonic,7,13,45868.5,576.7602106451614,22,VU,Pontic shad
Alosa pseudoharengus,Clupeidae,887500,habitat_coastal,pelagic neritic,40,NA,24511.51959734142,1.842742708,3.39,Actinopteri,0.21833765948249895,0.21833765948249895,69.37218462755803,0.021204,0.4193772781428161,NA,0.1642503455452689,29.96572932539669,5.484285714285714,0.1642503455452689,5.484285714285714,-1,1,5,1: mid/low,1,1583,Alosa,Clupeiformes,Atlantic,West,"nekton, plants, zoobenthos, zooplankton",generalist,NA,NA,"boreal, subtropical, temperate",fusiform / normal,NA,190,NA,non-planktonic,9,8,102800,576.7602106451614,22,LC,Alewife
Alosa sapidissima,Clupeidae,690000,pelagic oceanic,pelagic neritic,76,NA,4287.867606198165,1.012650669,3.48,Actinopteri,0.060991803,0.060991803,69.37218462755803,0.020686774,1.699264546796643,NA,0.1727376408387237,31.119810495238095,8.916666666666666,0.1727376408387237,8.916666666666666,-1,1,5,1: mid/low,1,1584,Alosa,Clupeiformes,"Atlantic, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"boreal, polar, subtropical, temperate",fusiform / normal,NA,190,NA,planktonic,13,10,265500,576.7602106451614,22,LC,American shad
Amblygaster sirm,Clupeidae,9910000,habitat_coastal,reef-associated,27,NA,71364.80881,1.416628191,2.9780496094250744,Actinopteri,2.1399999999999983e-4,2.1399999999999983e-4,10.48565514132791,8.129999999999997e-6,0.2591891773214702,NA,9.987200766809006e-4,46.50725303015878,NA,9.987200766809006e-4,46.50725303015878,-4,2,2,2: low/mid,2,1501,Amblygaster,Clupeiformes,"Indian Ocean, Pacific",Both,"plants, zooplankton",generalist,NA,NA,"subtropical, temperate, tropical",fusiform / normal,NA,190,NA,NA,8,20.13157894736842,2885045.223853211,576.7602106451614,13.575,LC,Spotted sardinella
Ammodytes personatus,Ammodytidae,1835000,habitat_coastal,demersal,15,NA,2935070.7042080476,0.344053886,3.1525,Actinopteri,0.027348309,0.027348309,0.42887560638591093,8.129999999999997e-6,0.21833765948249895,NA,0.001511414,49.74686250079369,NA,0.001511414,49.74686250079369,-3,2,2,2: low/mid,2,487,Ammodytes,Perciformes/Uranoscopoidei,Pacific,Both,NA,specialist,NA,NA,"polar, subtropical, temperate",elongated,NA,31,NA,planktonic,9.333333333333334,15,2885045.223853211,NA,NA,NA,Pacific sandlance
Amphichthys cryptocentrus,Batrachoididae,972500,sedentary,reef-associated,40,NA,3263.489612967477,0.57223899,3.75,Actinopteri,0.21833765948249895,0.21833765948249895,69.37218462755803,0.020686774,0.4193772781428161,NA,0.087150848,28.27429758968254,NA,0.087150848,28.27429758968254,-2,1,5,1: mid/low,1,967,Amphichthys,Batrachoidiformes,Atlantic,West,"nekton, zoobenthos",generalist,NA,NA,"subtropical, tropical",elongated,NA,83,NA,NA,NA,23,2885045.223853211,400,5,LC,Bocon toadfish
Anarhichas denticulatus,Anarhichadidae,3635000,habitat_deep,benthopelagic,180,NA,25393.14083064306,0.100670808,4.052050740023861,Actinopteri,0.25,0.25,69.37218462755803,0.007726488,7.780000000000001,NA,0.2610945892150711,45.411953547619035,NA,0.2610945892150711,45.411953547619035,-1,2,4,5: mid/mid,5,3810,Anarhichas,Perciformes/Zoarcoidei,"Arctic Ocean, Atlantic",Both,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"boreal, polar, subtropical, temperate",elongated,NA,5,NA,non-planktonic,NA,4,2885045.223853211,35.3,NA,EN,Northern wolffish
Anarhichas lupus,Anarhichadidae,1955000,habitat_coastal,demersal,150,NA,81375.50791907193,0.104945385,3.55,Actinopteri,0.029410133,0.029410133,69.37218462755803,0.0034,0.75925,NA,0.04938861,46.246255592857125,NA,0.04938861,46.246255592857125,-2,2,2,2: low/mid,2,2501,Anarhichas,Perciformes/Zoarcoidei,"Atlantic, Mediterranean and Black Sea",Both,"nekton, others, zoobenthos, zooplankton",generalist,NA,NA,"boreal, polar, subtropical, temperate",elongated,NA,5,NA,non-planktonic,NA,9,2885045.223853211,35.3,NA,DD,Atlantic wolffish
Anchoa nasus,Engraulidae,865000,habitat_coastal,pelagic neritic,17,NA,7225.316677489695,1.296884333,3.33,Actinopteri,0.020686774,0.020686774,1.2077031242147855,8.129999999999997e-6,0.32,NA,0.003601913,45.03604218809532,NA,0.003601913,45.03604218809532,-3,2,2,2: low/mid,2,1163,Anchoa,Clupeiformes,Pacific,East,NA,specialist,NA,NA,"subtropical, tropical",elongated,NA,151,NA,planktonic,4.5,23,2885045.223853211,1897.868124,16,LC,Longnose anchovy
Anodontostoma chacunda,Clupeidae,8597500,habitat_coastal,pelagic neritic,22,NA,116060.5256838138,1.401207267,2.931353827936209,Actinopteri,0.0013065,0.0013065,69.37218462755803,8.129999999999997e-6,0.3026,NA,0.002773648,48.05168690476197,NA,0.002773648,48.05168690476197,-3,2,2,2: low/mid,2,1619,Anodontostoma,Clupeiformes,"Indian Ocean, Pacific",Both,"detritus, plants, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, tropical",fusiform / normal,NA,190,NA,NA,8.566666669315762,28,2885045.223853211,576.7602106451614,13.575,LC,Chacunda gizzard shad
Anoplopoma fimbria,Anoplopomatidae,2682500,deep,bathydemersal,120,NA,951557.8095011188,0.035406384,3.84,Actinopteri,0.040637322,0.040637322,220.62499999999991,0.0034,0.3026,NA,0.044581385,68.06949429444444,NA,0.044581385,68.06949429444444,-2,3,7,3: mid/high,3,512,Anoplopoma,Perciformes/Cottoidei,Pacific,Both,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"boreal, polar, subtropical, temperate",fusiform / normal,5,2,NA,planktonic,94,9,2885045.223853211,39.06,NA,NA,Sablefish
Antimora rostrata,Moridae,222710000,deep,bathypelagic,75,NA,486.5318366167408,0.11723796,3.6224502877843463,Actinopteri,23.228980814668287,23.228980814668287,537466.5429127541,5.55,91381.99999999996,NA,94.94327603823224,59.05118314285711,NA,94.94327603823224,59.05118314285711,1,2,4,5: mid/mid,5,2005,Antimora,Gadiformes,"Atlantic, Indian Ocean, Pacific",Both,"nekton, others, zoobenthos, zooplankton",generalist,NA,NA,"boreal, polar, subtropical, temperate, tropical",elongated,NA,108,NA,NA,20,27,2885045.223853211,NA,NA,LC,Blue antimora
Aphanopus carbo,Trichiuridae,2627500,deep,bathypelagic,151,NA,84676.53885824281,0.346089063,4.462972911731224,Actinopteri,0.04451615,0.04451615,220.62499999999991,0.0034,0.7646061077443732,NA,0.076754267,47.821326788888854,NA,0.076754267,47.821326788888854,-2,2,2,2: low/mid,2,646,Aphanopus,Scombriformes,"Atlantic, Pacific",Both,"nekton, zooplankton",generalist,NA,NA,"polar, subtropical, temperate, tropical",eel-like,NA,45,nocturnal,planktonic,15,17.5,2885045.223853211,NA,NA,LC,Black scabbardfish
Aphareus rutilans,Lutjanidae,9965000,habitat_reef,reef-associated,110,NA,1738.8744501521078,0.312215755,4.117424721886396,Actinopteri,0.025016,0.025016,39.830000000000005,0.0034,0.14583699999999997,NA,0.016670815,39.02680102222224,NA,0.016670815,39.02680102222224,-2,2,2,2: low/mid,2,83,Aphareus,Eupercaria/misc,"Atlantic, Indian Ocean, Pacific",Both,"nekton, zoobenthos",generalist,NA,NA,"subtropical, temperate, tropical",fusiform / normal,NA,113,NA,NA,25.72,27,2885045.223853211,213.978125,9.5,LC,Rusty jobfish
Aphia minuta,Gobiidae,2717500,habitat_coastal,pelagic neritic,7.900000095367432,NA,40.81806962950948,1.70140334,3.174171555012679,Actinopteri,0.020686774,0.020686774,5.523838677318461,8.129999999999997e-6,0.2750454507895013,NA,0.003744923,36.33979584761901,NA,0.003744923,36.33979584761901,-3,2,2,2: low/mid,2,39,Aphia,Gobiiformes,"Atlantic, Mediterranean and Black Sea",East,"zoobenthos, zooplankton",generalist,NA,NA,"boreal, subtropical, temperate",elongated,NA,1947,NA,planktonic,1,10,2885045.223853211,131.74823539215686,3,LC,Transparent goby
Aplodactylus punctatus,Aplodactylidae,240000,habitat_coastal,demersal,43.70000076293945,NA,41.96266254577875,0.630179269,2.04,Actinopteri,0.003297,0.003297,9.682782451303618,6.45e-6,0.060991803,NA,0.001655637,36.22505092777779,NA,0.001655637,36.22505092777779,-3,2,2,2: low/mid,2,12909,Aplodactylus,Centrarchiformes,Pacific,East,plants,specialist,NA,NA,"subtropical, temperate, tropical",elongated,NA,5,NA,planktonic,NA,NA,2885045.223853211,NA,NA,NA,NA
Aprion virescens,Lutjanidae,12892500,habitat_reef,reef-associated,112,NA,113.3144341711675,0.58848637,4.28,Actinopteri,0.027348309,0.027348309,220.62499999999991,0.00123027,8.5,NA,0.063401973,30.805633688888893,NA,0.063401973,30.805633688888893,-2,2,2,2: low/mid,2,84,Aprion,Eupercaria/misc,"Atlantic, Indian Ocean, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, temperate, tropical",fusiform / normal,NA,113,NA,NA,25.72,26.714285714285715,2885045.223853211,213.978125,9.5,LC,Green jobfish
Apsilus fuscus,Lutjanidae,512500,habitat_reef,demersal,75,NA,3.1393973294345847,0.591196273,4.005355047599977,Actinopteri,0.029410133,0.029410133,7.849166287349195,0.002075459,0.3412916641232247,NA,0.066122627,27.27816842,NA,0.066122627,27.27816842,-2,1,5,1: mid/low,1,86,Apsilus,Eupercaria/misc,"Atlantic, Indian Ocean",Both,"nekton, zoobenthos",generalist,NA,NA,"subtropical, tropical",fusiform / normal,NA,113,NA,NA,25.72,26.714285714285715,2885045.223853211,213.978125,9.5,LC,African forktail snapper
Archosargus probatocephalus,Sparidae,2200000,habitat_reef,reef-associated,91,NA,6582.156032563397,0.609579594,3.5757545864539644,Actinopteri,0.14583699999999997,0.14583699999999997,69.37218462755803,0.020686774,0.32,NA,0.091868763,29.87434992,NA,0.091868763,29.87434992,-2,1,5,1: mid/low,1,441,Archosargus,Eupercaria/misc,Atlantic,West,zoobenthos,specialist,NA,NA,"subtropical, temperate, tropical",fusiform / normal,NA,158,NA,NA,2,25,2885045.223853211,198.55641025641023,8,LC,Sheepshead
Arctoscopus japonicus,Trichodontidae,1677500,habitat_benthic,bathydemersal,30,NA,108251.21576896917,0.630179269,3.557076305921812,Actinopteri,0.003297,0.003297,3.790022135449059,8.129999999999997e-6,0.21833765948249895,NA,0.002172466,49.22814017,NA,0.002172466,49.22814017,-3,2,2,2: low/mid,2,463,Arctoscopus,Perciformes/Uranoscopoidei,Pacific,Both,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"boreal, polar, subtropical, temperate",fusiform / normal,NA,2,NA,planktonic,6,5,2885045.223853211,NA,NA,NA,Japanese sandfish
Argentina silus,Argentinidae,2310000,pelagic oceanic,bathypelagic,70,NA,2785.434724876656,0.073400392,3.32,Actinopteri,0.19055338692839024,0.19055338692839024,69.37218462755803,0.025016,0.7646061077443732,NA,0.12476259019326992,53.94832547301589,NA,0.12476259019326992,53.94832547301589,-1,2,4,5: mid/mid,5,2700,Argentina,Argentiniformes,Atlantic,Both,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"boreal, polar, subtropical, temperate",elongated,NA,27,NA,planktonic,35,7,2885045.223853211,NA,7.800001144409229,LC,Greater argentine
Argentina sphyraena,Argentinidae,2555000,pelagic oceanic,bathydemersal,35,NA,5669.6790039008965,0.227703191,3.49,Actinopteri,0.21833765948249895,0.21833765948249895,69.37218462755803,0.020686774,0.4193772781428161,NA,0.058107499,33.27998698015874,NA,0.058107499,33.27998698015874,-2,2,2,2: low/mid,2,20,Argentina,Argentiniformes,"Atlantic, Mediterranean and Black Sea",East,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"boreal, polar, subtropical, temperate",elongated,NA,27,NA,planktonic,16,16,2885045.223853211,NA,7.800001144409229,LC,Argentine
Argyrops spinifer,Sparidae,13112500,habitat_coastal,demersal,80,NA,11308.838871446713,0.494486133,4.49,Actinopteri,0.25,0.25,93840.98601709104,0.004279988,23.228980814668287,NA,0.8870797370344419,32.64854031587303,NA,0.8870797370344419,32.64854031587303,-1,2,4,5: mid/mid,5,442,Argyrops,Eupercaria/misc,"Atlantic, Indian Ocean, Pacific",Both,"nekton, plants, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, tropical",short and / or deep,NA,158,NA,NA,20.41176470588235,22.142857142857142,2885045.223853211,198.55641025641023,8,LC,King soldierbream
Argyrosomus hololepidotus,Sciaenidae,347500,habitat_coastal,demersal,200,NA,81983.30163018277,0.227953054,4.48,Actinopteri,0.003297,0.003297,24.632494545075147,6.45e-6,0.5257061917078778,NA,0.010196954,39.226673882539664,NA,0.010196954,39.226673882539664,-2,2,2,2: low/mid,2,419,Argyrosomus,Eupercaria/misc,"Atlantic, Indian Ocean",Both,"nekton, zoobenthos",generalist,13,24,tropical,fusiform / normal,NA,286,nocturnal,planktonic,30,24,2885045.223853211,2784,11,EN,Southern meagre
Argyrosomus regius,Sciaenidae,1400000,migratory,benthopelagic,230,NA,35019.83378620683,0.149075294,4.285529246675772,Actinopteri,0.04451615,0.04451615,359.0771462840461,0.0034,2.430424859978189,NA,0.058596954,50.30678189999994,NA,0.058596954,50.30678189999994,-2,2,2,2: low/mid,2,418,Argyrosomus,Eupercaria/misc,"Atlantic, Indian Ocean, Mediterranean and Black Sea",Both,"nekton, zoobenthos",generalist,NA,NA,"boreal, polar, subtropical, temperate, tropical",fusiform / normal,NA,286,NA,planktonic,30,18,2885045.223853211,2784,11,LC,Meagre
Arripis trutta,Arripidae,930000,habitat_coastal,pelagic neritic,89,NA,45063.22021,0.285831282,4.07,Actinopteri,0.04451615,0.04451615,7.780000000000001,0.015758747,0.33188311195359127,NA,0.086178208,41.88107720317465,NA,0.086178208,41.88107720317465,-2,2,2,2: low/mid,2,5048,Arripis,Scombriformes,"Indian Ocean, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, temperate, tropical",fusiform / normal,NA,4,NA,planktonic,26,15,2885045.223853211,NA,NA,NA,Australian salmon
Atheresthes evermanni,Pleuronectidae,1745000,habitat_benthic,demersal,100,NA,47522.58493761609,0.172236506,4.3,Actinopteri,0.021204,0.021204,7.780000000000001,0.003297,0.04451615,NA,0.014370804,54.73702402222212,NA,0.014370804,54.73702402222212,-2,2,2,2: low/mid,2,518,Atheresthes,Pleuronectiformes,Pacific,Both,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"boreal, polar, subtropical, temperate",short and / or deep,NA,67,NA,planktonic,33,5,2885045.223853211,137.51355371900826,6.84999996,LC,Kamchatka flounder
Atheresthes stomias,Pleuronectidae,1287500,habitat_benthic,demersal,84,NA,3356654.471531703,0.192836543,4.17,Actinopteri,0.04451615,0.04451615,4.17,0.007726488,0.33188311195359127,NA,0.028359439,53.29073249999992,NA,0.028359439,53.29073249999992,-2,2,2,2: low/mid,2,517,Atheresthes,Pleuronectiformes,"Arctic Ocean, Pacific",Both,"nekton, others, zoobenthos, zooplankton",generalist,NA,NA,"boreal, polar, subtropical, temperate",short and / or deep,NA,67,NA,planktonic,23,7,1295000,137.51355371900826,6.84999996,LC,Arrow-tooth flounder
Atherina boyeri,Atherinidae,1385000,habitat_coastal,demersal,20,NA,5070.648817451686,0.812586347,3.286241238205596,Actinopteri,0.020686774,0.020686774,1.2077031242147855,8.129999999999997e-6,0.32,NA,0.003818637,37.62859705,NA,0.003818637,37.62859705,-3,2,2,2: low/mid,2,1696,Atherina,Atheriniformes,"Atlantic, Mediterranean and Black Sea",East,"zoobenthos, zooplankton",generalist,NA,NA,"subtropical, temperate, tropical",elongated,NA,69,NA,non-planktonic,4,11,2885045.223853211,NA,4.142857142857143,LC,Big-scale sand smelt
Atractoscion aequidens,Sciaenidae,4040000,habitat_coastal,benthopelagic,130,NA,2288.230401,0.311853212,4.481651192263376,Actinopteri,0.04451615,0.04451615,42.102493055442615,0.014020895,0.25,NA,0.056716794,38.08580396825398,NA,0.056716794,38.08580396825398,-2,2,2,2: low/mid,2,420,Atractoscion,Eupercaria/misc,"Atlantic, Indian Ocean, Pacific",Both,nekton,specialist,NA,NA,"subtropical, tropical",fusiform / normal,NA,286,nocturnal,planktonic,20,25,2885045.223853211,525.6001112222223,7.125,VU,Geelbeck croaker
Atractoscion nobilis,Sciaenidae,522500,habitat_coastal,demersal,166,NA,1870.6448241063013,0.296616436,4.332225090510125,Actinopteri,0.025016,0.025016,69.37218462755803,0.0034,7.780000000000001,NA,0.13207299521663743,36.46230551111113,NA,0.13207299521663743,36.46230551111113,-1,2,4,5: mid/mid,5,3578,Atractoscion,Eupercaria/misc,Pacific,East,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"boreal, subtropical, temperate, tropical",fusiform / normal,NA,286,NA,planktonic,20,12,2885045.223853211,525.6001112222223,7.125,LC,White weakfish
Atrobucca nibe,Sciaenidae,9827500,habitat_coastal,demersal,45,NA,25016.42764,0.460821512,3.977337618,Actinopteri,0.048,0.048,23.365656041388775,0.0013065,0.77,NA,0.069880286,27.854528490476213,NA,0.069880286,27.854528490476213,-2,1,5,1: mid/low,1,941,Atrobucca,Eupercaria/misc,"Indian Ocean, Pacific",Both,"nekton, zoobenthos",generalist,NA,NA,"subtropical, temperate, tropical",fusiform / normal,NA,286,NA,NA,15.226086958594944,28,2885045.223853211,525.6001112222223,7.125,LC,Blackmouth croaker
Atule mate,Carangidae,11757500,habitat_reef,reef-associated,30,NA,1356.3753463842834,1.254655656,4.22,Actinopteri,2.1399999999999983e-4,2.1399999999999983e-4,9.398965352751544,8.129999999999997e-6,0.024080979,NA,0.001492416,43.36994665396828,NA,0.001492416,43.36994665396828,-3,2,2,2: low/mid,2,1893,Atule,Carangiformes,"Indian Ocean, Pacific",Both,"nekton, plants, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, temperate, tropical",fusiform / normal,NA,147,diurnal,planktonic,20.363636363636363,27,2885045.223853211,6715.0254549090905,5.222222222222222,LC,Yellowtail scad
